orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance
1065,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.",Godfrey Bloom's and other UKIP party members' actions are an insult to all those who have fought against fascism.,0,Attack,C,0,0,1,
860,"In UKIP, we have a new political force which looks likely to poll very well in a national election.","UKIP has gradually seen its poll ratings rise, overtaking the Lib Dems on a number of occasions, and putting in strong showings in recent by-elections.",1,Support,C,0,1,0,
1077,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"But discrimination against women in the City was a thing of the past, he added.",2,No Relation,C,0,0,1,
2541,icdesig,we absolutely exclude natural selection as a designerthe real trick is convincing the public that macroevolution is a scientific fact when it has never been observed which is a requirement for sciencei dont know where you get your information but i dont know any id people who include nonid as part of their belief systemlets do this sir lets bring it home to where we live if the human body is not an intelligent design then you tell me what is the definition for an intelligent designwhat is a intelligent design and why is your example an intelligent design   simple straight forward questionwhat is your simple straight forward answer                   bet you cant do it,0,Attack,C,1,0,0,
2224,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.","Mr Cameron once described UKIP as a party of fruitcakes, loonies and closet racists.",1,Support,C,0,1,0,
2927,the full drafts were all entered as evidential exhibits with the court and are on file there,heres some links to actual passages something nick failed to provide as requested,0,Attack,C,1,0,0,
3206,that is where you are wrong,the processes of evolution have been observed,0,Attack,C,1,0,0,
745,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","But UKIP, whose conference takes place at Eastbourne's Congress Theatre and Winter Gardens, is keen to be seen as more than a single-issue party and other issues on the agenda include defence, education and housing.",0,Attack,C,0,1,0,
2549,icdesignas far as scientific findings go the numbers of evolution believing scientists is on a major decline,i think behe has made the case for obviousdesign within the cell and i dont think you will findanyone who could put it any more clear,1,Support,C,0,1,0,
3865,We should create a United Nations standing army,A United Nations Standing Army would solve the problem of American military hegemony,1,Support,C,0,1,0,
1138,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,Labour won more than 20% of the vote in Eastleigh in the 2001 and 2005 elections.,2,No Relation,C,0,0,1,
1726,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,Michael Fabricant has suggested offering an in/out referendum on UK membership of the EU if UKIP promises not to stand against Tory candidates in 2015.,2,No Relation,C,0,0,1,
364,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,"We have got to get more professional to seize the opportunities of the future, he told BBC Radio 4's Today programme.",2,No Relation,C,0,0,1,
415,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,"The responsibility of employers is to the communities they live in as well as to making a pure profit, he said.",2,No Relation,C,0,0,1,
164,A vote for UKIP is a vote to leave the EU and recover power over our national life.,The BBC has also seen a series of emails to Bhutto which appear to suggest his attempt to rejoin the party was approved.,2,No Relation,C,0,0,1,
306,"The sooner we are out of the EU, the sooner we can start making this country great again.","Isolating Britain and damaging Britain's reputation is not the right history to write, he said.",0,Attack,C,1,0,0,
1080,"The country faces more than two big issues, which is where Ukip come apart at the seams in an incoherent bunch of right wing horse shit from whatever Think Tank came along at the time.","The party said Mr Campbell Bannerman had agreed, when he was chosen as a candidate in 2008, to represent UKIP for the full five-year parliamentary term or stand down.",2,No Relation,C,0,0,1,
982,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",But on camera today he told me that the party will not change its policies to accommodate UKIP.,2,No Relation,C,1,0,0,
2077,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.","Mr Silvester recently wrote another letter, this time to the Henley Standard newspaper, saying the UK had been beset by storms since the passage of the law on gay marriage because Mr Cameron had acted arrogantly against the Gospel.",2,No Relation,C,0,0,1,
1226,"It's true that UKIP dont have ideas to suit everyone, but at the moment they are heads above the pillocks at No 10 today.",And there are signs UKIP is starting to pick up the sort of protest votes that traditionally go to the Liberal Democrats - as well as benefiting from a slump in support for the British National Party.,1,Support,C,0,1,0,
655,"It's true that UKIP dont have ideas to suit everyone, but at the moment they are heads above the pillocks at No 10 today.","Natalie Bennett spoke about party polices for the Green Belt, Trident, defence the and economy, with Andrew Neil on the Daily Politics while campaigning in the West Midlands.",2,No Relation,C,0,0,1,
1778,UKIP is the only party that has understood the damage immigration does to the UK and its policies aim at repairing this.,"And he accused the government of burying their head in the sand over the size of the Roma community living in the UK, which he said was revealed in a recent study by Salford University.",1,Support,C,0,1,0,
3642,jogging is just as good as walking but it is done at a faster pace which results in higher impact on your knees hips and other joints,walking can be a wonderfully leisurely pastime but the burn is not as significant as running for the same period of time,0,Attack,C,0,0,1,
280,"Much of UKIP's meteoric rise has to do with political correctness, and the fact that ordinary people are sick of it.","At the time, he was criticised by the Conservatives and others for cheap populism and pledging something that was undeliverable, because of free movement of labour within the European Union.",2,No Relation,C,1,0,0,
2351,the purpose of the spiritual realm has never been to say how but why,the purpose of the spiritual realm has never been to say how but why,1,Support,C,0,0,1,
1329,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","It's obsession now is on immigration, race and Islam, all of which I deplore.",2,No Relation,C,1,0,0,
2487,if theres something on    evolution    news its irrelevant to intelligent design andor distorted beyond all scientific recognition,if theres something on    evolution   news its irrelevant to intelligent design andor distorted beyond all scientific recognition,0,Attack,C,0,1,0,
317,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"Asked on BBC Radio 4's Today programme to respond to David Cameron's comments, Mr Farage said it was right to describe himself as odd because he had actually had a job in the real world.",2,No Relation,C,0,1,0,
3155,not only do i think the young earth creationists are wrong in their opinions i think their teachings should be regarded as blasphemous to god himself,quite so well as christians themselves,1,Support,C,0,1,0,
2001,"UKIP are a fairly right wing group as I'm sure will become clear when they actually produce some policies other than the ""its all the eu's"" fault.",It is not clear how well the eurosceptics will get along - UKIP has said it will not work with the far right parties from France and the Netherlands,0,Attack,C,0,1,0,
237,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"They spoke about pay levels, maternity leave and gardening leave in the financial world in a Daily Politics debate with Andrew Neil and Jo Coburn.",2,No Relation,C,0,0,1,
2910,whats a darwinist can someone who says that the other side is mishandling terms really afford to label someone as darwinist i neither worship darwin nor accept his writings as absolute truth,luskin quotesmay not the principle of uniformity then be used in a broader frame of consideration to suggest that dna had an intelligent cause at the beginningthis would seem to be the usual trick of origins science  an attempt to claim that abiogenesis is impossible,1,Support,C,1,0,0,
2100,"If you think that the Tories are nasty, heaven help us if UKIP get in because they would be nastier, more cruel, and more bigoted.","In 2006, the lower-key Knapman retired, to be replaced by Nigel Farage, an eye-catching media performer who pledged to make UKIP a truly representative party, ending its image as a single-issue pressure group.",2,No Relation,C,0,0,1,
1521,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,He said he had warned the prime minister of repercussions of changes and told BBC Radio Berkshire that his daily prayers had convinced him the recent flooding was the consequence.,2,No Relation,C,0,0,1,
2739,so tj you seem to have made quite a few foolish arguments how familiar are you with augustinetj  well i know that he believed the earth was created instantaneously not progressively and was according to scripture less than  years old,after some diversions to point out that augustine himself held some inconsistent positions tj finally comes to the quote i providedtji understand what he is saying but for this to be valid the unbeliever has to accurate in what he believes,0,Attack,C,0,1,0,
88,Cameron had it right and UKIP could tip the balance towards Labour in the crucial marginal seats in the GE where the battle will take place .,"But the Conservative leader's strategy has angered senior EU officials including Mr Barroso, who accused Conservative leader in the European Parliament, Martin Callanan, of not being a genuine Eurosceptic.",0,Attack,C,0,0,1,
3753,electric vehicles,lovely they do not smell,1,Support,C,0,1,0,
1587,"On voting day, this week the vast majority of the British public will not vote for UKIP.","Labour leader Ed Miliband said earlier this month that his MPs would not take part in the vote on Friday, describing the bill as a gimmick.",2,No Relation,C,0,0,1,
2753,pvmfirst of all the judge observed that the school board was strongly motivated by religious beliefs and the fact that they believed that id presented a scientific hypothesis and thus a valid secular purpose was their downfall ,bowmanmore on the aclus rubber stamped ruling by a practicing attorneynothing wrong with quoting from a well argued submission by the aclubowmanthat said none of this relates to the id ruling since the board members were not id advocates except perhaps superficially,0,Attack,C,0,1,0,
129,"I sense that Farage is a total megalomaniac, a charlatan, someone who is in it for the attention and the glory and that in a strange way, that many UKIP voters know this but don't seem to mind.",Marta Andreasen said Mr Farage had abjectly failed and should go.,1,Support,C,0,1,0,
2857,couldnt atheism be the main reason people have come to embrace a certain type of evolution and object to id the emotions so commonly seen in the rejection of id support this,id may assert but as a science their contributions remain largely with content,0,Attack,C,0,0,1,
1564,UKIP want to get us out of the EU to make the British people much worse off then they already are.,"Deputy Prime Minister Nick Clegg, whose Liberal Democrats oppose a referendum, said leaving altogether would make us less safe because we co-operate in the European Union to go after criminal gangs that cross borders.",1,Support,C,0,1,0,
50,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,"The BBC's deputy political editor James Landale said senior Conservatives were preparing for the party to lose 350 seats they won in 2009, the last time the seats were contested.",2,No Relation,C,0,0,1,
2123,It's a protest vote because (most) people know that UKIP will never net in power.,"He said it was proof that UKIP is no longer just a protest party and is broadening its appeal across the country, not just the south of England.",0,Attack,C,1,0,0,
2660,science is testable,if intelligent design says nothing about the supposed designer then of what value is it if the designer created life millions or billions of years ago what was his purpose in doing so what iswas the designer like did the designer give specific instructions to his creations as most religions teach the id promoters delibrately leave such questions unanswered in their official pronouncements about id,1,Support,C,0,1,0,
1669,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,Mr Farage has successfully broadened UKIP's appeal away from Europe.,0,Attack,C,1,0,0,
422,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.",He has suggested that such a quick sequence of debates in 2010 took up too much media attention and took some of the gloss off the rest of the campaign.,2,No Relation,C,0,0,1,
727,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.",The Tory peer's comments came after rows involving their former European Parliament member Godfrey Bloom.,2,No Relation,C,0,0,1,
1096,UKIP are asking the questions that haven't been asked by the opposition or the media.,Mr Hollobone said he had not been involved in any discussions about the 2015 poll.,2,No Relation,C,0,0,1,
2580,ac grayling responds to steve fullers defence of his book dissent over descent,i agree  one of the main purposes of science is to discover truth or should be anyway,0,Attack,C,0,1,0,
1767,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","While the number of immigrants arriving in the country remained virtually unaltered over the period, the increase was driven by a change in the number of people leaving Britain.",2,No Relation,C,0,0,1,
1784,"UKIP is not an isolated phenomenon: France has Le Pen, Germany has AfD, and all of these have in common that they are nationalist, anti-European, and more right than mainstream conservative parties.",He said UKIP was clearly taking a very right wing position which pandered to an obvious anti-Europeanism.,1,Support,C,0,1,0,
588,"The People's Army is on the march and UKIP will get Britain back from the Liblabcon, Establishment and MSM political abusers of our country.","Unusually for a politician, his resignation statement highlights his own shortcomings.",2,No Relation,C,0,0,1,
3993,rarely have i watched and rewatched a movie with such spectacular cinematography,loved the blood splatter on the camera too gave it that feel of being right there with a war correspondent the timing of everything was incredible,1,Support,C,0,1,0,
1183,"The momentum is with UKIP; Labour, Conservative and Liberal areas are all now vulnerable to them. ","He claimed UKIP could top the polls in the 2014 European elections if it could could take 27% of the vote, and recalled it has risen from third to second in last euro elections.",1,Support,C,0,1,0,
628,UKIP are in with the City as much as the other three and I don't like the way they are whipping people up into a frenzy.,Farage admitted the party had not had time to properly vet all of its new recruits and he was forced to suspend a handful of them following newspaper reports of alleged racist comments.,1,Support,C,1,0,0,
3734,lots and lots of things to see i loved the kitchens at the royal palace the egyptian museum and the museum of cinema such a variety of things to see,sounds lovely,1,Support,C,0,1,0,
708,UKIP are asking the questions that haven't been asked by the opposition or the media.,"On matters of defence, Lord Hesketh's expertise and knowledge is second to none and he will be a valuable addition to our policy team.",2,No Relation,C,0,0,1,
3040,you are an intellectual and people like you have the hardest time believing anything let alone trying to intellectualize the bible or god or anything like it,tell me have you ever read the origin of the species i have and i find it to be a pretty far stretch,0,Attack,C,1,0,0,
2621,and one of the reasons why id appears to be lousy theology but what the heck  i am sure iders can find yet another ad hoc explanation for this,yes jim we see objects on a daily basis that were not designed,0,Attack,C,1,0,0,
2631,why are you claiming one designer theres just as much evidence for a pantheon as there is a monotheistic god but you have the prior assumption the designer is your god and automatically rule them out when you say the designer,what do catcher in the rye the mona lisa mount rushmore and a love note etched on a sandy beach have in common they are all signs of design,1,Support,C,0,0,1,
981,"In UKIP, we have a new political force which looks likely to poll very well in a national election.",Several women are among their leading candidates in the election.,2,No Relation,C,0,1,0,
2849,take your time id rather have you think about it digest it and respond than give a hasty response which would not help us resolve these issues,the following statement by the employee of ncse is the exact form of inference to the best explanation that id scientists use to demonstrate that there is intelligence behind life,0,Attack,C,0,0,1,
281,"Marketing UKIP as ""the people's army"" is a bitter irony.",Recent polls have suggested a rise in UKIP support amid the eurozone crisis.,0,Attack,C,0,1,0,
834,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.",Mr Farage's pitch is attractive to voters.,1,Support,C,1,0,0,
3323, god created the world we did not evolve from monkeys its in the good book, the evolution that i believe in is not the kind you think,1,Support,C,1,0,0,
2971,isnt one of those choices objectively true,yes it is,0,Attack,C,0,1,0,
624,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,"According to accounts for 2009, filed to the Electoral Commission, UKIP raised Â£1,221,422 and spent Â£1,201,617 on campaigning.",2,No Relation,C,0,0,1,
9,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"And yet when Mr Farage stood in the conference hall the delegates rose to their feet and applauded and when he asked them whether he should stand for leader, they whooped approval.",2,No Relation,C,0,0,1,
932,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,Its leader Nigel Farage said it was carrying out rigorous checks to avoid recruiting people who are a distraction.,2,No Relation,C,1,0,0,
213,"UKIP are a fairly right wing group as I'm sure will become clear when they actually produce some policies other than the ""its all the eu's"" fault.","High up in the Staffordshire Moorlands in the village of Endon, Liberal Democrat candidate Christina Jebb has her campaign leaflets set out on the dining table.",2,No Relation,C,0,0,1,
2959,the bible is the most published and most wide spread book of all times,people tend to focus on the trees,0,Attack,C,0,0,1,
3720,i stayed a couple of times at the londa beach hotel it is fantastic friendly stuff great service and beautiful location,i went to its website and indeed it looks like a magnificent place to stay in,1,Support,C,0,1,0,
1322,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,Labour say the council elections are taking place in what they call Tory heartlands - the shires where Conservatives should expect to win.,2,No Relation,C,0,0,1,
996,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"Speaking to the BBC, Mrs Ayling denied she had close links to Nigel Farage but confirmed she had met him as a UKIP activist.",2,No Relation,C,0,0,1,
2719,tjlook what happened to richard stenburg when he had the courage to allow an id piece get published scientists and his peers jumped all over him,yes you are right,0,Attack,C,0,1,0,
2106,"On voting day, this week the vast majority of the British public will not vote for UKIP.",UKIP has won 42 seats so far and is averaging 26 per cent of the vote in the wards where it is standing.,0,Attack,C,1,0,0,
1204,The more the 'mainstream' parties smear and lie about UKIP the more their support rises.,He suggested the three main parties could learn from last time and stage the 2015 debates in a slightly different way.,2,No Relation,C,0,0,1,
1865,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.",His friend MEP Godfrey Bloom just hopes that this high-wire lifestyle is not also Nigel Farage's undoing.,2,No Relation,C,0,1,0,
1516,If there are enough Ukip votes it should frighten all the parties sufficiently to make them realise they can't just ignore the electorate.,"He named several seats where his party could win at Westminster level, and claimed the press was desperately scared on UKIP, and keen to run stories attacking his party.",1,Support,C,0,1,0,
2668,intelligent design has been misrepresented as some kackamamy religiously motivated scheme by those who are afraid to challenge what they believe in,first off the human eye did not pop into existence by chance it is the result of billions of years worth of   evolution  ,0,Attack,C,1,0,0,
2909,that luskin accuses the ncse of rewriting history and law when both clearly established the evolution of creationists via cdesign proponentsists to design proponents,whats a darwinist can someone who says that the other side is mishandling terms really afford to label someone as darwinist i neither worship darwin nor accept his writings as absolute truth,1,Support,C,0,0,1,
2085,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.",Conservative MEP Daniel Hannan said the Tories and UKIP should start having conversations and stop calling each other names.,2,No Relation,C,0,1,0,
3790,We should ban religious symbols in public buildings,Religious symbols cause problems in schools,1,Support,C,0,1,0,
2493,unfortunately dr,i was wondering where behe got his data since lenksis site showed clearly how fitness had been increasing so the claim that at best there were a few degenerative mutations shows a lack of familiarity with the actual data or perhaps a sign of forgetfulness,1,Support,C,0,0,1,
316,Beyond leaving the EU and migration what ukip have no policies!,"UKIP made no net gains despite Mr Farage suggesting beforehand that it could double its 19 councillors, and some have dismissed it as a single issue party.",1,Support,C,0,1,0,
3369, as far as evolution god and the creation of man is concerned maybe evolution is an explanation of how and not why, as a general common sense rule you really shouldnt get into a debate against evolution unless you have some basic understanding of the process of evolution,1,Support,C,0,0,1,
2784,joe gnow you are just lying,einsteinit was of course a lie what you read about my religious convictions a lie which is being systematically repeated,1,Support,C,1,0,0,
2748,forrest who has written a history of id was an expert witness in the dover case and her piece recounts the various personal attacks and snide comments she had to endure during the trial,he was a judge,1,Support,C,1,0,0,
2236,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.","However, the public needed greater certainty that a referendum would happen, she added.",2,No Relation,C,1,0,0,
1939,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"UKIP, which has called for withdrawal from the European Union and greater restrictions on immigration, has seen improved poll ratings this year.",1,Support,C,0,1,0,
874,A vote for UKIP would be a vote for a Tory-UKIP alliance that would be more right-wing than a Tory government.,UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,0,Attack,C,1,0,0,
3075,why should we just stop  why not keep trying to understand the universe  i could never imagine being satisfied with a god did it,there are some things human beings were not meant to understand because the god who created this universe is a being who is greater than all of his creation,0,Attack,C,1,0,0,
1749,A vote for UKIP would be a vote for a Tory-UKIP alliance that would be more right-wing than a Tory government.,UKIP leader Nigel Farage said any members proven to have extreme right wing views would be expelled.,0,Attack,C,0,0,1,
2442, features that appear vestigial and functionless actually serve a function eg, features that appear vestigial and functionless actually serve a function eg,0,Attack,C,0,1,0,
56,Beyond leaving the EU and migration what ukip have no policies!,Mr Cameron told the BBC in September he wanted the debates to take place again but said I think we could start them a bit earlier.,2,No Relation,C,0,0,1,
4010,this movie absolutely fell flat after the discovery at the crash site was made,the movie isnt about the twist its about the interactions between the two clones its about character and character development i know twist endings are the thing now but thats not what this movie is,0,Attack,C,1,0,0,
2299,teaching creationism is comparable to teaching flat earthism,schools should not teach theories that are completely at odds with each other,1,Support,C,0,1,0,
3841,The voting age should be lowered to sixteen years,No taxation without representation,1,Support,C,0,0,1,
2530,for example humans have acquired a number of helpful genetic changes in our battle with the malarial parasite over the past ten thousand years,for educating us about the immense scientific amount of information that seldomly gets disseminated when id proponents claim that x could not have evolved,1,Support,C,0,1,0,
536,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.",This means fewer Tories ready to get out and campaign and that matters.,2,No Relation,C,0,0,1,
1566,"Everybody's got their own take on Ukip but I still say that what's fuelled their rise is disgruntlement about wages and working conditions, which ultimately have little to do with immigration - it's much more a case of good old exploitation by the capitalist classes.","The by-election is the first to be held since the last election, making it the first significant test of the coalition government's popularity.",2,No Relation,C,0,0,1,
552,"UKIP are just another bunch of freeloaders, using peoples fears and prejudice to gain votes so that they can get their snouts into the trough.","The Green Party, so often the fourth contender in local election races, now faces a very serious rival for that spot in UKIP.",0,Attack,C,0,0,1,
1671,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,He said his views were nothing to do with UKIP and were expressed before he became involved with the party.,2,No Relation,C,0,0,1,
2430,when held to the standards of proof required for all other scientific theories id fails,i grant your point sir,1,Support,C,0,1,0,
1860,"UKIP are indeed far from perfect, but they have grown as a party because the Establishment Parties have deceived the public for so long on informing and educating on WHAT IS THE EU SUPERSTATE project.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",1,Support,C,0,1,0,
1606,It is more likely that Tory voters would vote tactically for UKIP to keep Labour out and that means Labour are at a real disadvantage. ,"Labour leader Ed Miliband said the victory of the party's candidate Dan Jarvis, a 38-year-old former soldier who served in Afghanistan and Iraq, was fantastic and accused the Lib Dem leader of complacency.",0,Attack,C,0,0,1,
1966,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"And there's quite a lot of them, he added.",2,No Relation,C,0,1,0,
3655,it would be nice if you could add the ability to rate questions as well,but is this not implied by the popularity of the question the number of answers it has,0,Attack,C,0,0,1,
3929,We should allow voting at 16 in European Parliament elections,Youth are not represented in politics,1,Support,C,0,1,0,
1574,"The sooner we are out of the EU, the sooner we can start making this country great again.","Excluding him from the debate would give his party underdog status, he added.",2,No Relation,C,0,0,1,
2140,UKIP will not improve public services.,"As well as campaigning against wind farms and increased migration, which UKIP claims is placing a strain on housing and public services, the party has three overarching polices for councils across England.",0,Attack,C,0,0,1,
3697,i do not think any eu citizen should have the right to vote in other eu countries because most people do not understand or know enough about other countries,i think the same argument could be made about peoples own countries though,0,Attack,C,0,1,0,
3971,animal kingdom is better than the town and winters bonei have just seen animal kingdom and wow what an awesome movie it was,it certainly is and its a crime this didnt get a bigger push i think mainstream audiences would have loved it easily one of the best films of the year,1,Support,C,0,1,0,
723,"Marketing UKIP as ""the people's army"" is a bitter irony.","Having left the OECD, the European Commission and UKIP in unpleasant circumstances, the Conservative Party deserve what is coming to them.",2,No Relation,C,0,0,1,
504,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,"UK Independence Party leader Nigel Farage has launched his party's local election manifesto, saying it is far more than just a call for a referndum.",1,Support,C,0,1,0,
660,UKIP are not rabid racist and not another incarnation of the BNP.,"He also suggested that his party might get its first seats in the UK Parliament at the general election in 2015, and argued it was not just taking votes from the right wing of British politics.",1,Support,C,0,0,1,
1807,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"We're not going to do a pact with UKIP anymore than I'm going to do a pact with the Lib Dems and go into the next election with them, said Mr Shapps.",2,No Relation,C,1,0,0,
2006,"UKIP is certainly NOT racist or xenophobic - if you, as I'm you have done, read our policies on the website there is no suggestion of this at all, it is more a rumour and conspiracy of the lefties. ",Farage admitted the party had not had time to properly vet all of its new recruits and he was forced to suspend a handful of them following newspaper reports of alleged racist comments.,0,Attack,C,1,0,0,
3743,the office,that is what he said,1,Support,C,0,0,1,
3924,US intervention in Libya lacking congressional approval was illegal,The intervention was necessary in order to protect US interests in the region,0,Attack,C,1,0,0,
3283,ignorance of terminology,a theory as the word is used by scientists is a detailed description of some aspect of the universes workings that is based on longcontinued observation and where possible experiment that is the result of careful reasoning from those oservations and experiments and that has survived the critical studies of scientists generally,1,Support,C,1,0,0,
1304,"I agree with UKIP on the EU, but the rest of their policies are dangerous right wing bile.",The by-election was called after former Lib Dem cabinet minister Chris Huhne resigned as an MP following an admission he had perverted the course of justice over driving licence points.,2,No Relation,C,0,0,1,
3705,wall thickness less than one millimeter,too thin potential problem on material flow,0,Attack,C,0,1,0,
1708,"UKIP does try and sound not too harsh building their immigration politics around ‚Äúprotecting the most vulnerable‚Äù and ‚Äúregaining control‚Äù, but their standpoint is against foreigners, immigration and amnesty.","But Mr Farage said Mr Barroso was very very frightened of UKIP and the UKIP argument in the UK, and similar movements in other EU nations.",2,No Relation,C,0,1,0,
3251,once again generalizing on an unfair term,we do seem to be arguing past each other and i will apologize for some of that,1,Support,C,0,0,1,
4008,i actually really loved moon i was invested the entire way through,yes i was the same as you sam rockwell was just incredible i can understand why some people do not like it but i was mesmerised,1,Support,C,0,1,0,
1517,"Ukip is the only party advocating withdrawal from the failing EU, a sensible idea for a lot of people!",UKIP said leaving the EU was the only way to fully take control of the UK's borders.,1,Support,C,0,1,0,
3200,maths is the only branch of science that offers  proof of its arguments,for macroevolution theory to be valid laws of nature that are generally accepted as true and standard must be repeatedly denied,0,Attack,C,1,0,0,
1634,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,It has been criticised for relying too heavily on leader Nigel Farage to promote its policies.,2,No Relation,C,1,0,0,
3584,legality does not matter religous implications do not matter other peoples moral considerations do not matter what matters is you and what you are going to think about yourself in  years,exact to the point and beautiful,1,Support,C,0,1,0,
871,"The core of UKIP seem pretty much right wing, so you can expect those polices to be similar to the current conservative ones which will drive the left leaning voters away in droves. ","Once again, they lost their deposit, narrowly failing to secure five percent of the vote.",2,No Relation,C,0,0,1,
2543,icdesignwhat is a intelligent design and why is your example an intelligent design simple straight forward question,if something can arise spontaneously then a designer certainly isnt provenwhat is proven is that a designer is unnecessary,1,Support,C,1,0,0,
3145,youve got it right,what does random premarital sex lead toa number of possible outcomes based on a number of factors,0,Attack,C,0,0,1,
1438,"Ukip is the only party advocating withdrawal from the failing EU, a sensible idea for a lot of people!","He stressed his view that human rights were about some of the appalling things happening around the world - people being brutalised for their political views, people being put in jail.",2,No Relation,C,0,0,1,
3944,We should force think tanks to reveal all of their sources for resource funding,Private investors have a right to privacy,0,Attack,C,1,0,0,
1502,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,"He promised, in March, to strengthen the test which determines whether migrants get benefits by the end of the year.",2,No Relation,C,0,0,1,
3920,We should negotiate with terrorists,Even if negotiation with one group is successful others will take their place,0,Attack,C,1,0,0,
570,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"Party figures point out that where the party has a substantial local presence, they perform much better.",2,No Relation,C,0,0,1,
1820,Plenty of survey's have shown UKIP to be the most hated of the main parties.,"UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,C,1,0,0,
3126,in genesis we have no reason to believe that one day meant any more than one day today,in genesis we have no reason to believe that one day meant any more than one day today,0,Attack,C,0,1,0,
2284, allowing creationism in schools would violate the separation of church and state a separation of church and state necessitates that public schools not be a forum for upholding the validity or truth of certain faiths,evolution has no implications for morality it describes what has happened making no judgement about whether what has happened is good nonreligious ethicists are perfectly capable of making moral judgements and they regularly do so,1,Support,C,0,1,0,
3784,the best way to protect Scottish interests in the EU is to vote for independence,Scotland is more pro EU than the rest of the UK,1,Support,C,0,1,0,
1551,It's a protest vote because (most) people know that UKIP will never net in power.,But as one UKIP member said to me - if this is a protest vote it's a bloody big protest.,0,Attack,C,0,1,0,
2173,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,I believe that what UKIP is doing is vital for this country.,1,Support,C,0,1,0,
503,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.","We've done well in some areas and not so well in others, the deputy PM said.",2,No Relation,C,0,0,1,
2457,i was going to post a long reply discussing each quote in detail but i decided this was so much simpler,in fact the history of life shows a pattern of explosions where new fossil forms come into existence without any clear evolutionary precursors concurring with design theory that predicts that species might appear abruptly,1,Support,C,0,0,1,
