orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance
2455,since we proposed punctuated equilibria to explain trends it is infuriating to be quoted again and again by creationists  whether through design or stupidity i do not know  as admitting that the fossil record includes no transitional forms,discovery institute quote mines mayrwhat one actually found was nothing but discontinuities,1,Support,C,0,1,0,
3234,to each their own as a personal belief i have nothing against those that subscribe to creationism but feel strongly that it does not belong in schools,life consist of nothing but creations,0,Attack,C,0,0,1,
3577,see here you have seperated mind spirit soul the bible did not do this unless zechariah is being misinterpreted it basically said in your interpretation that the spirit and the soul are the same thing,yes it is very hard even for theologians to explain,1,Support,C,0,1,0,
3637,the greek islands have a few of the most beautiful beaches in the world i highly recommend visiting corfu and santorini,santorini is very beautiful but the waters there are very cold i recommend cyprus instead,0,Attack,C,1,0,0,
1368,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.","It is a simple, understandable message, which has led to the party gaining bigger shares of the votes in European elections.",1,Support,C,0,0,1,
1644,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"UKIP, which wants to leave the EU, hopes to top May's poll while the Lib Dems say they are the party of 'in'.",2,No Relation,C,0,0,1,
1980,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","The Green Party, so often the fourth contender in local election races, now faces a very serious rival for that spot in UKIP.",1,Support,C,0,0,1,
2217,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,The Bulgarian President Rosen Plevneliev has warned that Britain's immigration policy could harm its image as a great global power that pioneered integration.,1,Support,C,0,1,0,
3902,I believe that opinion polls harm the democratic process,Opinion polls are harmful to the democratic process because they stifle debate,1,Support,C,0,1,0,
2976,is often confused for rhetoric,the point of the debate is to set up a straw man that the world was created in six days that antichristians can knock down,1,Support,C,0,0,1,
1739,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.",Amjad Bashir was responding to comments on Wednesday's Daily Politics from ex-deputy PM Lord Heseltine that UKIP was a racist party.,2,No Relation,C,0,0,1,
2730,tjagain you may have faith that methodological materialism will solve all of these problems in the distant future,tji agree with you though that darwinism does not automatically lead a person to atheism,1,Support,C,0,1,0,
3785,the best way to protect Scottish interests in the EU is to vote for independence,Scotland has different interests to the UK,1,Support,C,0,1,0,
3200,maths is the only branch of science that offers  proof of its arguments,for macroevolution theory to be valid laws of nature that are generally accepted as true and standard must be repeatedly denied,0,Attack,C,1,0,0,
1652,"Ukip has British values, wants to get British industry kick started back to the fore front again, become more self-sufficient.",The Lib Dem leader also argued that being in the EU meant that we keep ourselves safer because we can go after cross-border crime and terrorism and that we can look after the environment in a way which we can't on our own.,0,Attack,C,1,0,0,
2360,jumpstartwhen materialist impose the supernatural all they are doing is saying somethings are beyond being explained through nature and by science, pvm why would materialists impose the supernatural this just does not make sense,0,Attack,C,1,0,0,
416,"The Green Party stands out as different, UKIP are just another bunch of neo-cons, although further out to the right.","In fact, Downing Street have already briefed that David Cameron was actually too busy running the country he said.",2,No Relation,C,0,0,1,
14,I would hazard that it’s UKIP’s appeal to tradition and “British values” that appeals – it’s a cosy reimagining of a glorious past and taps into the Little England mentality of a large swathe of tory supporters.,"In contrast, the Conservatives have seen their membership levels fall.",2,No Relation,C,1,0,0,
2507,in fact behes claim is either tautological or it is wrong,in fact behes claim is either tautological or it is wrong,0,Attack,C,0,1,0,
2892,nothing in the early drafts state that the creator was specifically god or anything supernatural something the di is already emphasizing on this site,the term creation and creationists have very clear and religious meanings,0,Attack,C,1,0,0,
2645,you have such books written as the consipiracy of ignorance by martin gross,it should readtruth is probably the best factor in determining intelligence and one cannot have it without gd,1,Support,C,0,0,1,
2957,to the  currently   voting   yes that raises six immediate questions i assume this means the sun was created first how many days did that take to even have a day how long did creating the rest of the universe take or if it took six whole days to create the earth would the creator have had time to create all the rest i mean some of these galaxies are awfully huge and with a lot of intricatekly moving interstellar dust and radiation that had to be started off precesly right to fool modern astronomers why did the creator go to all this trouble to conceal the evidence behind a massive coverup of radiological datings cosmic radiation and well essentially the entire findings of geology and astronomy as supported by chemistry and physics why create all the kinds of   animals   during these days and then conceal this astounding fact behind what to evolutionary biologists and paleontologists seem an amazingly consistent set of interlocking facts from genetics behaviour morphology biogeography extinctions speciations fossils records epidemiology and immunology that fits with life evolving according to rather well understood processes why were so much of this omitted from the bible i mean a few hints about geology to predict earthquakes or the germ theory of disease would have been rather handy to thwart the devils work and a description of relativity would have been impressive,as one commenter has already touched on,0,Attack,C,0,0,1,
1133,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.",Mention Farage and the facial expression you're met with is one of crumpled disgust.,1,Support,C,0,1,0,
2705,i dont really believe in the supernatural unless you wanted to say that the first cause behind the big bang is beyond the observable world and therefor supernatural,but where does that leave id  without a theory for the designer then that aspect remains unknown and would thus be called supernatural,0,Attack,C,1,0,0,
1392,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists and sexists.,But UKIP MEP Godfrey Bloom told the same event he and party leader leader Nigel Farage wanted an invitation to a bunga bunga party hosted by former Italian prime minister Silvio Berlusconi.,0,Attack,C,1,0,0,
79,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.",Like all local election results these will be endlessly interpreted by the pundits.,2,No Relation,C,0,0,1,
316,Beyond leaving the EU and migration what ukip have no policies!,"UKIP made no net gains despite Mr Farage suggesting beforehand that it could double its 19 councillors, and some have dismissed it as a single issue party.",1,Support,C,1,0,0,
3176,she said shes never seen an ape evolve into a human,i find it immensely amusing when christians require proof before theyll believe in something,1,Support,C,0,0,1,
3963,while i can see your point of view i enjoyed the pace of the film the tension especially when pope was onscreen had me holding my breath,right the tension was astonishing it made me feel ill  amazing a very good film,1,Support,C,0,1,0,
3479,read what i actually wrote for a change,this is what socially inept losers do when they know their argument is deny they ever made one,0,Attack,C,1,0,0,
1702,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.","Among the 31% of respondents who said immigration is good for the economy, half wanted to see it reduced anyway.",2,No Relation,C,0,0,1,
2011,"UKIPs main issue has always been the EU, immigration has just been the bit that highlights what a failure the project has been.",He said his views were nothing to do with UKIP and were expressed before he became involved with the party.,2,No Relation,C,1,0,0,
2477,this whole argument is just using flaws in our definitions,needless to say even id proponents have come to realize that id is lacking scientifically speakingfor instance young earth creationist philosopher and id proponent paul nelson is on the record as saying easily the biggest challenge facing the id community is to develop a fullfledged theory of biological design,1,Support,C,0,1,0,
1347,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,I think it will be very hard for him to sit down at the Cabinet table.,2,No Relation,C,0,0,1,
3556,these so called pro lifers do not care if women die because of forced pregnancies,of course they do not care being selfish is a cornerstone of who they are they think that all women are invisible,1,Support,C,0,1,0,
668,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,"But he announced his decision to stand for the leadership at the party's conference earlier this month, saying he believed he was best placed to campaign on the key issue of Europe and help win seats at council level.",2,No Relation,C,1,0,0,
924,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"Isolating Britain and damaging Britain's reputation is not the right history to write, he said.",0,Attack,C,0,0,1,
1207,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.",But Conservative Party chairman Grant Shapps categorically ruled out a deal with UKIP.,0,Attack,C,1,0,0,
2577,i dont think anyone who feels limitations should be brought to light about a theory is a   creationist  ,the actual limitations that creationists try to bring to light are nonsense,0,Attack,C,0,1,0,
3255,aristotle socrates and plato,that if you look into all beliefs and theories you will find a flawthis is very true for almost all theories,1,Support,C,0,0,1,
849,UKIP and the Greens are the only parties to date that haven't screwed us all over.,[But] has it actually trickled down to our constituents' pockets and I think the jury is still out on that one.,2,No Relation,C,0,0,1,
974,Hopefully we will see our first UKIP MP before the general elections next year.,"He praised Mr Miliband's conference speech as one of the best he had heard from a Labour leader, but he was still disappointed there had been no mention of Europe - and no opportunity to discuss the issue at conference.",2,No Relation,C,0,0,1,
4053,the only good thing in this movie was dr schultz after that it was a yawn fest,you must have bad taste in movies,0,Attack,C,1,0,0,
2723,have you read the original emails based on which the conclusions were madeyou do understand the meaning of a congressional report by the majority party dont you,the congressional report comes from the similar sources that have denied the existence or problems of global warming as well,1,Support,C,0,1,0,
3406, i dont attempt to defend either intelligent design or creationism, b tr  tr valigntop ,1,Support,C,0,0,1,
17,"Much of UKIP's meteoric rise has to do with political correctness, and the fact that ordinary people are sick of it.",Tim Loughton believes UKIP are here to stay.,1,Support,C,0,0,1,
1581,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","The charge put by its deputy leader David Campbell Bannerman when he defected to the Conservatives in the wake of the May elections was that UKIP remained, at heart, a single issue pressure group.",1,Support,C,0,1,0,
1703,"ukip's policies on health, education, taxation and all the things that affect peoples lives are non-existent.","With UKIP keen to be seen as more than a party which just campaigns on leaving the EU, the conference will also discuss defence, education and housing.",0,Attack,C,1,0,0,
2549,icdesignas far as scientific findings go the numbers of evolution believing scientists is on a major decline,i think behe has made the case for obviousdesign within the cell and i dont think you will findanyone who could put it any more clear,1,Support,C,1,0,0,
2070,Whether UKIP can deliver on their promises if they were to win power at the next general election is a moot point because they will not win power.,Mr Cameron has promised an in/out referendum after he has negotiated the return of some powers - so far unspecified - from Brussels.,2,No Relation,C,0,0,1,
923,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"UKIP has reached unprecedented heights in the opinion polls under Mr Farage, coming second in the European elections in 2009 and winning hundreds of seats in May's local elections.",1,Support,C,0,1,0,
236,"For many UKIP voters, it does not particularly matter what the party's policies are, but that UKIP is not Labour or Conservative.","We are in a democracy, this is a democratic era and I would ask you to make an official apology.",2,No Relation,C,0,0,1,
580,"If you think that the Tories are nasty, heaven help us if UKIP get in because they would be nastier, more cruel, and more bigoted.",Continue reading the main story Nigel Farage talks about his party growing up.,2,No Relation,C,0,0,1,
2784,joe gnow you are just lying,einsteinit was of course a lie what you read about my religious convictions a lie which is being systematically repeated,1,Support,C,1,0,0,
3838,We should fear the power of government over the internet,Internet governance is necessary to combat heinous crimes committed via the internet,0,Attack,C,1,0,0,
1019,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","Mr Farage said there was much anger around the country at the failure of the other parties to hold one over the ratification of the Lisbon Treaty, which created an EU foreign policy chief and a permanent president of the European Council.",0,Attack,C,0,0,1,
553,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.","The 2009 poll saw UKIP's total grow to 13 seats, pushing Labour into third place with 16% of the vote.",1,Support,C,1,0,0,
1487,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.","Mr Dimitrov said UKIP leader Nigel Farage was usually very feeble in presenting solid arguments, suggesting he preferred to engage in propaganda which deviates markedly from the essence of the debate.",0,Attack,C,1,0,0,
3162,genesis  and  say and there was evening and there was morning a sixth day,i can see how it would be interpreted as a contradiction,0,Attack,C,0,0,1,
2041,Whether UKIP can deliver on their promises if they were to win power at the next general election is a moot point because they will not win power.,"He has vowed to scrap all speed cameras in the region, arguing that they sour police relations with law-abiding citizens and fail to cut road accidents.",2,No Relation,C,1,0,0,
2671,the whole point of bringing up the eye example is to demonstrate that id is an actual theory and not a simple example in which someone proclaims that something is too complex based on their own judgements,natural selection isnt random,1,Support,C,0,0,1,
225,"The Green Party stands out as different, UKIP are just another bunch of neo-cons, although further out to the right.","Speaking on the BBC's Daily Politics, she suggested Mr Cameron was a lot less keen on the idea than he had been in 2010.",2,No Relation,C,0,0,1,
2308,the dangers of creationism in education,ken ham,0,Attack,C,0,1,0,
1197,A vote for UKIP is a vote to leave the EU and recover power over our national life.,Farage acknowledged that the first past the post system would make it difficult for his party to win a seat at Westminster and this would leave UKIP with little influence.,0,Attack,C,1,0,0,
852,UKIP are asking the questions that haven't been asked by the opposition or the media.,"Addressing party members in Birmingham, he predicted UKIP would cause a political earthquake - particularly now that the EU leaders' desire for a fully federal Europe was out of the bag.",1,Support,C,0,1,0,
2581,i agree  one of the main purposes of science is to discover truth or should be anyway,seems to me like dawkins and weinberg were claiming that there is no evidence for design at least according to richards,0,Attack,C,0,0,1,
3004,this is so because it has been proven,at their very foundation theorems are based on a set of assumptions known as axioms,1,Support,C,1,0,0,
1102,Big business will not support UKIP given the devastation that withdrawal from the EU would cause.,I want to do that with Conservative candidates fighting and winning on their own ground and on their own terms and that's exactly what we are going to do.,2,No Relation,C,0,0,1,
527,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,He told the BBC's Andrew Marr he did not want them to overshadow the campaign as he says they did in 2010.,2,No Relation,C,0,0,1,
1506,UKIP are blatantly disregarding the possibility of man made climate change.,"And when married to the Europhobia innate to parts of the Conservative party, you have a diabolical cocktail that threatens the whole long-term structure of UK climate change and energy policy.",1,Support,C,0,1,0,
466,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",Leader Nick Clegg said the party's candidate Mike Thornton had pulled off a stunning victory which had been secured against the odds.,1,Support,C,0,0,1,
1327,"In UKIP, we have a new political force which looks likely to poll very well in a national election.","Due to what the party says was a clerical error, between December 2004 and January 2006 he was not on the electoral register - making him an impermissible donor under UK electoral law.",2,No Relation,C,1,0,0,
2634,for years now the intelligent design proponents and the discovery institute have been working the catholic angle getting some of its cardinals into trouble,if the catholic church says it it has just gotta be true,0,Attack,C,1,0,0,
412,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.","Although levels steadily declined in 2012 after tighter restrictions on non-EU migrants took effect, the trend has since reversed - largely due to the increase in the number of migrants from other EU countries.",2,No Relation,C,0,0,1,
3836,We should fear the power of government over the internet,Internet regulation is an attempt by big interest groups to regulate the internet in their favour,1,Support,C,1,0,0,
3052,science is based on what can be observed  tested,intelligent design might be a seasoned exercise in rationalization but the claim that it is a science cannot be supported,0,Attack,C,0,1,0,
1867,"If UKIP took all their anti-establishment guff and turned it on the banks and financial institutions then they would have more legitimacy, but instead they turn on Polish and Roma fruit pickers who do unskilled work for minimum wage.","On Friday the Advertising Standards Authority (ASA) announced that it was investigating, following 60 complaints, a scheme which saw vans drive through London calling on illegal immigrants to go home or face arrest.",1,Support,C,0,0,1,
53,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","The party, as Mr Snell puts it, was obliterated.",2,No Relation,C,0,1,0,
3003,the argument youre making would make sense if we could all just go up to god and ask hey is this true and god could give his answer directly to anyone who asked,this is so because it has been proven,1,Support,C,1,0,0,
2343,and as with all scientific inferences further research can either confirm or refute that inference,as i said earlier experience demonstrates that it matters a great deal to an investigation whether or not that which is being investigated occurred via agency involvement or by nature operating freely,0,Attack,C,0,1,0,
2578,the actual limitations that creationists try to bring to light are nonsense,from a review of explore evolutioncounterclaims follow that seek to undermine the earlier conclusions including the circular reasoning of the molecular clock the potential fabrications of haeckels ontogeny recapitulates phylogeny how differing family trees are created via anatomical and molecular patterns of relationships and the meaning of gaps in fossil evidence,0,Attack,C,0,1,0,
1446,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"Mr Cameron also said he did not think it would be right for Britain - or in the national interest - to leave the EU entirely, pointing out that some 50% of nation's trade was with the EU.",2,No Relation,C,1,0,0,
837,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.","The plan was then that he would run for office again in 2014 and step down after a year if he won a seat, in favour of a colleague, Mr Tilbrook says.",2,No Relation,C,0,0,1,
2434,from wikipedia the scientific method,specifically the theory predicts that we will find large amounts of specified complexity in natural objects,1,Support,C,0,0,1,
3774,nuclear energy is the most efficient once all potential hazards are eliminated,zero co emissions and can now be produced much safer than previous generations,1,Support,C,0,1,0,
1861,UKIP want to get us out of the EU to make the British people much worse off then they already are.,"He debated with journalist and historian Sir Max Hastings who said Britain can't stay in Europe on any terms, but said leaving could mean the UK could find a very tough time out there.",1,Support,C,0,1,0,
1150,"The Green Party stands out as different, UKIP are just another bunch of neo-cons, although further out to the right.","On BBC Radio 4's Today programme, Mr Fox did not dismiss speculation that UKIP could win the most seats in the European parliament elections in May.",2,No Relation,C,0,0,1,
786,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","Mr Farage said that since Mrs Ayling had joined UKIP, he had seen no evidence for the party to be worried at all.",2,No Relation,C,1,0,0,
1744,"UKIP will lead the UK to independence from the oppressive EU, which is the only chance Britain has at restoring its former glory.","UKIP defied the odds again at last year's European elections, beating Labour into third place, much to the dismay of those, on the left and right, who had written the party off as a busted flush.",1,Support,C,0,1,0,
1430,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","UKIP are certainly trying to professionalise, to move away from its more amateurish origins.",2,No Relation,C,0,0,1,
1364,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.","Asked if this meant he was calling UKIP racist, he replied of course it is racist, of course, who doubts that?",0,Attack,C,1,0,0,
476,Plenty of survey's have shown UKIP to be the most hated of the main parties.,"At the final tour stop, in Tunbridge Wells, Kent, he told supporters in the town centre UKIP was drawing support from across the political spectrum, not just disaffected Tory voters as the media assumed.",0,Attack,C,1,0,0,
3347, evolution is just logic, hahaha theres always one that slips through the net,1,Support,C,0,0,1,
2345,we dont know but we do know a designer wasnt involved,pvm the quotewe dont know but we do know a designer wasnt involved,0,Attack,C,0,0,1,
900,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,Fellow MEPs David Campbell Bannerman and Gerard Batten have also said they will contest a future election contest - expected to take place in November.,2,No Relation,C,0,0,1,
3049,the absence of a creator is not an assumption of the sciences,the notion that science assumes that theirsic is no creator and then prove it is plainly ridiculous,1,Support,C,0,1,0,
1627,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"Mr Campbell Bannerman, one of UKIP's 12 MEPs in the European Parliament and deputy leader, lost out to Nigel Farage in a leadership contest in November.",2,No Relation,C,0,0,1,
1533,UKIP is not at all taking into account the financial effects of leaving the EU: Europe is the main market for the UK. ,"Over three million jobs in this country, directly or indirectly, depend on us being in the EU, so that is a big choice.",1,Support,C,0,1,0,
3545,what new class this is a silly statement too general,yes joe i agree,1,Support,C,0,1,0,
3237,you say the bible is the only proof of creationism,actully uncomplext compunds bonded to geather to create chemicals and very very uncomplect cell fragments that then banded to geather with otherthings for survival and formed the first very simple cells that then became more complext,0,Attack,C,1,0,0,
3381, i think evolution is a far better explanation than the idea that the world is  years old and theres a guyinthesky, genetic tests have proven that we are very closely related to certain apes a branch on the same family tree,1,Support,C,0,1,0,
407,"The UKIP mainstay vote is in normal working people because they never voted for 4 million immigrants, they never voted for Multiculturalism.","Conservatives took 1,820 (59%) of the votes, UKIP 736 (24%), Labour 273 (9%), Lib Dem 160 (5%), Green 80 (3%).",2,No Relation,C,0,0,1,
1515,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.","He said it was proof that UKIP is no longer just a protest party and is broadening its appeal across the country, not just the south of England.",0,Attack,C,1,0,0,
1510,"UKIP's position is not reasonable, but racists and proto-fascist, considering they have nothing to say about the finance capital bombing of the economy, but to put all the blame for Europe's woes onto immigration.",UKIP leader Nigel Farage said any members proven to have extreme right wing views would be expelled.,0,Attack,C,0,0,1,
1352,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","Some leaders are born women, says the slogan on a small cushion on the bookshelf.",2,No Relation,C,0,0,1,
3100,god created the universe therefore god created   science  ,once again we are attempting to split hairs over things that are beyond the frailty of the human brain,0,Attack,C,1,0,0,
1495,"UKIPs main issue has always been the EU, immigration has just been the bit that highlights what a failure the project has been.","UKIP, which has called for withdrawal from the European Union and greater restrictions on immigration, has seen improved poll ratings this year.",1,Support,C,0,1,0,
1367,"Much of UKIP's meteoric rise has to do with political correctness, and the fact that ordinary people are sick of it.","While Labour has increased its membership in the past three years, totals are still well below where they were in 2001 - while Lib Dem membership fell sharply between 2010 and 2012.",2,No Relation,C,0,0,1,
174,"If you think that the Tories are nasty, heaven help us if UKIP get in because they would be nastier, more cruel, and more bigoted.","Viscount Monckton, who served as an adviser to the Thatcher government between 1982 and 1986, is a former journalist and is well known as a climate change sceptic.",2,No Relation,C,0,0,1,
358,"I voted Tory for 30 years and started supporting UKIP because I want a sovereign, democratic , well governed Britain with Britain put first and its getting clearer by the day that the old Liblabcon parties will not do that.","Mr Farage added that he believed voters are beginning to see UKIP as more relevant to their lives, and said the party would become the third force in British politics and top the poll at the European elections in 2014.",1,Support,C,0,1,0,
3760,the nexus  has everything fast processor big screen and the latest version of android,definitely better than a shiny iphone,1,Support,C,0,1,0,
3067,if the existence of a fossil record contradicting parts of the bible then that does not disprove in and of itself the fossil record,it is indeed spiritually immature to equate death and decay with evil,1,Support,C,0,0,1,
2473,why would consideration of the designer necessarily introduce religious discussions about theological questions clearly it is because his concept of the designer is a supernatural onewhich was exactly what i was arguing,the ayn rand center says id claims that design can be inferred merely from observed complexity specified complexityi,1,Support,C,1,0,0,
2518,id is ridiculously and obviously not   science   ,so are we asking if a telic force exists or are we trying to psychoanalyze the intentions behind itwhy are these two questions always independent  i would think that any theory of id that made no attempt to identify and analyze the designer was an incomplete theory,0,Attack,C,0,0,1,
2328,seems highlander was somewhat quick in his response as i am more than willing to support my claims,highlanderthe exact same is true when modern science reveals an ic structure such as the flagellar motor  assembly,1,Support,C,0,0,1,
871,"The core of UKIP seem pretty much right wing, so you can expect those polices to be similar to the current conservative ones which will drive the left leaning voters away in droves. ","Once again, they lost their deposit, narrowly failing to secure five percent of the vote.",2,No Relation,C,0,1,0,
3889,I support the truth and reconciliation commission,The reconciliation process provides access to justice in post conflict states,1,Support,C,0,1,0,
3720,i stayed a couple of times at the londa beach hotel it is fantastic friendly stuff great service and beautiful location,i went to its website and indeed it looks like a magnificent place to stay in,1,Support,C,0,1,0,
4029,this film is easily one of the best movies ive ever seen yes it is pretty easy to guess the ending but it still wasnt ruined by that fact it is a work of art it is rewatchable,i didnt watch the last  minutes the movie was giving me a headache,0,Attack,C,1,0,0,
228,For what its worth I think UKIP is a one trick pony and is unelectable in a general election.,Mr Wood told police his account had been hijacked but said he would continue to stand for election.,2,No Relation,C,0,0,1,
2136,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"That did not mean he was going half-heartedly, he stressed, adding that it was a fantastic opportunity.",2,No Relation,C,0,0,1,
313,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","The surge in support for Nick Clegg after the first debate was not ultimately reflected at the ballot box but, argue Tory insiders, it did destabilise the Tory campaign.",2,No Relation,C,0,0,1,
3744,suits is good but certainly not the best characters are pretty cool but plot and dialogue can be a bit cheesy sometimes unless dwight is a senior partner,and also bad acting,1,Support,C,0,1,0,
967,"The core of UKIP seem pretty much right wing, so you can expect those polices to be similar to the current conservative ones which will drive the left leaning voters away in droves. ","He claims an agreement was reached for Mr Nattrass to join his party, becoming its first MEP.",2,No Relation,C,0,0,1,
1859,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","So constraining solar and onshore makes good value for money sense, it lets us move quicker than expected to market forces, and enables us to ensure that the one renewable technology that can go to scale in the 2020s - offshore wind - gets the early support that an immature technology needs.",2,No Relation,C,0,0,1,
1257,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.",Mr Cameron has promised an in/out referendum after he has negotiated the return of some powers - so far unspecified - from Brussels.,2,No Relation,C,0,0,1,
941,The current smear strategy against UKIP is not pulling people back but pushing them towards UKIP and if this carries on then things are going to be a lot tighter by the time the general election comes.,David Miliband held one of the great offices of state - Foreign Secretary - so was he was always going to be a difficult act to follow.,2,No Relation,C,0,0,1,
1041,"The sooner we are out of the EU, the sooner we can start making this country great again.","Since 2003, Mr Bown has given more than Â£1m to UKIP to help it fight elections and mount campaigns against Britain's membership of the EU.",1,Support,C,0,1,0,
4044,i turned this movie off halfway through because i was bored out of my skull then i come here and its got a high rating granted its got a good storyline good acting nice cinematography but somehow still managed to bore me to tears,oh no i have seen the whole movie multiple times definitely a film i will not get tired of any time soon,0,Attack,C,1,0,0,
1975,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,"UKIP would seek to make the 2014 elections to the European Parliament a referendum on open borders, he said.",2,No Relation,C,1,0,0,
428,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.","Ms Andreasen had been UKIP's sole remaining female MEP, after Nikki Sinclaire was expelled from the party in 2010.",2,No Relation,C,0,0,1,
2683,i recommend this bookgod in the foxhole by charles sasser not that youll read it but hey its worth a try,in case you didnt see it their was an atheist or two in those foxholes but not for very long hahahasounds like a collection of anecdotal stories made by a biased source,0,Attack,C,1,0,0,
2439,all human design and resulting construction starts with what exists a designer and things entities,theories are not supported by finding confirming evidence only,0,Attack,C,0,0,1,
190,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","Where Natalie Bennett remains a faltering speaker, Caroline Lucas is assured, the darling of the party faithful.",2,No Relation,C,0,1,0,
169,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.",But immigration has also been an issue and UKIP sees the EU question being at the heart of it.,0,Attack,C,1,0,0,
1938,UKIP getting a large chunk of the vote in the EU elections sends a message to Europe that they cannot take the UK membership for granted.,"It is a simple, understandable message, which has led to the party gaining bigger shares of the votes in European elections.",1,Support,C,0,1,0,
343,"For many UKIP voters, it does not particularly matter what the party's policies are, but that UKIP is not Labour or Conservative.","After the accident and his failure to defeat the Commons Speaker John Bercow in Buckingham, he told the BBC he wanted to take a bit more time for myself and for my family.",2,No Relation,C,0,0,1,
1181,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.",The Conservative leader said he was angry at the remarks and accused Mr Barroso of lecturing his party.,2,No Relation,C,0,0,1,
2354,good point but as an evolutionary biologist i find that not entirely true,and could predict the next one there would still be the question of why it was set up that way,1,Support,C,0,1,0,
990,"The problem with popularism but no substance, like UKIP represent, is that it just results in things getting worse and worse.",Local Conservatives do not share the national party's enthusiasm for the idea.,2,No Relation,C,0,0,1,
3771,yes i never thought of that but that is a brilliant question and so true when you are part of a big family you should have a say in things that affect you ,if one is truly serious about a unified europe this possibility should at least enter a discussion,1,Support,C,0,0,1,
330,"The momentum is definitely with UKIP at the moment, hopefully that will continue with the up and coming by-elections.",Later he appeared to reject the idea of a pact outright when he said on Twitter no deals with the Tories.,2,No Relation,C,0,0,1,
2513,it seems that so far id has focused on malaria and on the bacterial flagellum which shares homology with the type three secretory system used by bacteria responsible for the bubonic plague,every time i hear a single word mentioned about the ttss and that it somehow gives flagellar   evolution   some credibility i lose a few months off my life span,0,Attack,C,1,0,0,
2762,robert crowtherlike modern evolutionary theory there is more than just one side to the debate,here is the response to irons which was also published in the montana law review,0,Attack,C,0,1,0,
3400, i see the creation story as one perspective from one group of people, i interpret the creation story as a metaphor with science as how god made humans,1,Support,C,0,1,0,
1941,"The problem with popularism but no substance, like UKIP represent, is that it just results in things getting worse and worse.",UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,0,Attack,C,1,0,0,
