orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,correct
303,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","However, Mr Aker said messages on the EU and immigration were getting through to disillusioned voters.",0,Attack,C,1,0,0,1
3855,All nations have a right to nuclear weapons,Possessing nuclear weapons will be counter to the peaceful interests of states,0,Attack,C,1,0,0,1
2627,intelligent design is an idea not a theory,it is a fact that design can be determined in the absence of a designer,0,Attack,C,0,1,0,0
3784,the best way to protect Scottish interests in the EU is to vote for independence,Scotland is more pro EU than the rest of the UK,1,Support,C,1,0,0,0
1478,"Ukip has British values, wants to get British industry kick started back to the fore front again, become more self-sufficient.","Mr Cameron also said he did not think it would be right for Britain - or in the national interest - to leave the EU entirely, pointing out that some 50% of nation's trade was with the EU.",0,Attack,C,1,0,0,1
368,"UKIP are not the answer, they are simply an annoying addition to the problem.","He unsuccessfully ran for Parliament last year, after setting up his own anti-corruption party.",2,No Relation,C,0,0,1,1
3489,yes i have read these things,but did not understand them,0,Attack,C,0,1,0,0
809,I'm no fan of UKIP but well done to them for initiating a much needed shake up of British politics.,"The pair spoke to Andrew Neil about the problems across the eurozone as it was revealed the Greek PM had offered to resign, and UKIP's Lord Hesketh later joined the debate.",2,No Relation,C,0,0,1,1
1111,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,"According to the Mail on Sunday, the video footage was shot when Mrs Ayling was seeking selection as a Tory candidate for EU elections.",2,No Relation,C,0,0,1,1
128,"I don't believe Farage is a racist and I don't believe the UKIP policies are racist, but I do think they will be the party that attracts most support from racists.","We certainly need to improve women's place at senior level on those companies that are running the major organisations in this country, she added.",2,No Relation,C,0,0,1,1
2478,needless to say even id proponents have come to realize that id is lacking scientifically speakingfor instance young earth creationist philosopher and id proponent paul nelson is on the record as saying easily the biggest challenge facing the id community is to develop a fullfledged theory of biological design,this post by casey luskin graphically illustrates why intelligent design is not science,1,Support,C,0,1,0,1
2171,"Marketing UKIP as ""the people's army"" is a bitter irony.","Deputy Prime Minister Nick Clegg, whose Liberal Democrats oppose a referendum, said leaving altogether would make us less safe because we co-operate in the European Union to go after criminal gangs that cross borders.",2,No Relation,C,1,0,0,0
3592,it disproves climate change about as well as piltdown man disproves evolution,agreed which tells me that spending trillions on an uncertainty of this magnitude has to be driven by alterior motives,1,Support,C,0,1,0,1
3279,your definition of faith is atheistic it actually denotes the essence of the term foolish,i thought evolution is a naturally occurring process not a consequence of a controlled experiment in a lab,0,Attack,C,0,0,1,0
3874,We should use torture to obtain information from suspected terrorists,Terrorist organisations such as Al Qaida do not respect the rights of individuals and the only way to fight fire is with fire,1,Support,C,0,1,0,1
1483,"The sooner we are out of the EU, the sooner we can start making this country great again.","The voters have understood that EU membership is making us poorer and less democratic and less free, he said.",1,Support,C,0,1,0,1
1237,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,But Mr Nattrass gives a different version of events.,2,No Relation,C,1,0,0,0
2980,there are two possibilities about the origin of the universe it blinked into existence,read genesis chapter ,0,Attack,C,0,0,1,0
524,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"The company allowed UK residents to speculate on the price of gold at a time when exchange controls prevented them from buying it, except at a premium.",2,No Relation,C,0,0,1,1
2374,currently   science   feels its accelerating,god stretched out the heavens,0,Attack,C,1,0,0,1
1468,"On voting day, this week the vast majority of the British public will not vote for UKIP.","Speaking on the BBC's Andrew Marr programme, he insisted that the 2014 elections to the European Parliament were his main priority.",2,No Relation,C,0,0,1,1
1913,"Europe is no longer fit for purpose and we'd do better to be out than in, plus save a whole load of cash.",The committee said the EU had helped to transform Europe from a continent of war to a continent of peace.,0,Attack,C,1,0,0,1
2582,seems to me like dawkins and weinberg were claiming that there is no evidence for design at least according to richards,could evidence against design perhaps be evidence against the case brought in favor of it,0,Attack,C,0,1,0,0
2694,even the antiidists require something beyond nature to explain the origin of nature,so id is about complexity and function but that merely describes what i outlined already,0,Attack,C,0,1,0,0
37,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"After losing out to Speaker John Bercow - and surviving a light aircraft crash - he returned to his role at the head of UKIP, which campaigns for Britain'e exit from the EU.",2,No Relation,C,0,0,1,1
1807,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"We're not going to do a pact with UKIP anymore than I'm going to do a pact with the Lib Dems and go into the next election with them, said Mr Shapps.",2,No Relation,C,1,0,0,0
3350, you dont need to believe in evolution you just need to understand it, you shouldnt just blindly repeat things you hear,1,Support,C,0,1,0,1
531,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","With our broadened platform between now and the next general election our aim is to replace the Lib Dems as the third party in British politics, Farage added.",0,Attack,C,1,0,0,1
2526,is a common creationist position which misunderstand that most mutations are mostly neutral few are strongly detrimental and some are beneficial,i apologize for using misleading wording,1,Support,C,0,1,0,1
1450,UKIP's proposals on membership in the EU and migrants are at best purely demagogic: they do not take into account facts and more general issues.,UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,0,Attack,C,1,0,0,1
3892,I support the truth and reconciliation commission,Reconciliation can be used to conceal political corruption and patrimony,0,Attack,C,1,0,0,1
1870,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.",One Conservative MP has suggested his party consider a pact with UKIP at the next election.,2,No Relation,C,0,0,1,1
3504,i believe you just get angry when soemone does not agree with you  percent,i am not angry in fact im laughing at you right now,0,Attack,C,1,0,0,1
1672,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,He suggested they had worked last time because the three broadcasters had come forward with a simple idea and not proposed rival or different approaches.,2,No Relation,C,0,0,1,1
834,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.",Mr Farage's pitch is attractive to voters.,1,Support,C,0,1,0,1
636,"My observation is that UKIP often are reluctant to directly answer any questions of substance, which can be accounted for by the fact that they really have no policies.",UKIP's leader has spoken of running joint candidates at future elections after talks with some Conservative associations and one local Labour party.,2,No Relation,C,1,0,0,0
166,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,The economy is on the right track and we are going to see our plan through.,2,No Relation,C,0,0,1,1
3706,i believe a phd is still not really required if you aim a position in the corporate world you should only do a phd if you aim at a career at a univeristy,i disagree with that most of the phd students pursue a career in industry after they finish i read somewhere that only a small percentage of phd students stay,0,Attack,C,1,0,0,1
3030,the first problem with the debate question is that neither time nor space exists per se,one of the major problems that we all have in fact its the same problem adam and eve had in the garden of eden is that we tend to start from outside gods word and then go to what god has written in the bible orin adams casewhat god forbade him to do to try to interpret it on the basis of our own preset ideas,1,Support,C,0,0,1,0
660,UKIP are not rabid racist and not another incarnation of the BNP.,"He also suggested that his party might get its first seats in the UK Parliament at the general election in 2015, and argued it was not just taking votes from the right wing of British politics.",1,Support,C,0,1,0,1
492,"I sense that Farage is a total megalomaniac, a charlatan, someone who is in it for the attention and the glory and that in a strange way, that many UKIP voters know this but don't seem to mind.","Mr Farage, who failed in his attempt to become an MP in May, said he was the best man to lead UKIP from the front.",0,Attack,C,0,0,1,0
2921,you cant offer anymore than theory for one or the other,so luskin is accusing ncse of being both antireligion and proreligion,1,Support,C,0,0,1,0
1855,"UKIP will lead the UK to independence from the oppressive EU, which is the only chance Britain has at restoring its former glory.",Mr Fabricant said an electoral pact with UKIP - in which the Tories would promise a referendum on European Union membership after 2015 and in return UKIP would not stand against Tory candidates - could help the Conservatives win an extra 20-40 seats at the next election.,2,No Relation,C,0,0,1,1
1923,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,The prime minister said any vote would happen within five years.,2,No Relation,C,0,0,1,1
3204,evolution is basically common sense once you put down your bible and get out of the church,evolution really is true but as we all know the main reason of how we evolve is because of god our lord,1,Support,C,1,0,0,0
2402,that reply was to allogic,and i was just the reverse,1,Support,C,0,1,0,1
3461,so in conclusion as the alleged science of evolution is based solely on predetermined assumptions so is the myth of global warming,in short you have nothing but faith and seek to project it where it has no place,0,Attack,C,0,1,0,0
2218,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.","The clock is ticking, but details are sparse.",2,No Relation,C,0,0,1,1
3834,We should fear the power of government over the internet,Regulating the Internet is a means for governments to spy on their citizens,1,Support,C,0,1,0,1
2359,  when materialist impose the supernatural all they are doing is saying somethings are beyond being explained through nature and by science,jumpstartwhen materialist impose the supernatural all they are doing is saying somethings are beyond being explained through nature and by science,0,Attack,C,0,1,0,0
3939,We should force think tanks to reveal all of their sources for resource funding,Think tanks may become smoke screens for criminal groups,1,Support,C,0,1,0,1
1567,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.","Britain would prosper outside the EU, he argued, and talk of its losing trade was not credible.",2,No Relation,C,1,0,0,0
1316,I'm no fan of UKIP but well done to them for initiating a much needed shake up of British politics.,"He came fourth in the ballot in Bexhill and Battle, in East Sussex, at last year's general election.",2,No Relation,C,0,0,1,1
3791,We should ban religious symbols in public buildings,Religious symbols cause division within Western society,1,Support,C,0,1,0,1
445,"UKIP are an independent party and have shown that their appeal is broad, making big dents in staunchly Labour voting areas as well as the recent bi-election successes.",David Cameron has pledged to hold a referendum on Europe in 2017 if the Conservatives win the next election.,2,No Relation,C,0,0,1,1
2668,intelligent design has been misrepresented as some kackamamy religiously motivated scheme by those who are afraid to challenge what they believe in,first off the human eye did not pop into existence by chance it is the result of billions of years worth of   evolution  ,0,Attack,C,1,0,0,1
709,Big business will not support UKIP given the devastation that withdrawal from the EU would cause.,He attempted to re-join the party last week after having been the UKIP spokesman.,2,No Relation,C,0,0,1,1
591,UKIP and the Greens are the only parties to date that haven't screwed us all over.,Ms Mensch stood down after two years as the MP for Corby to move to New York with her family.,2,No Relation,C,0,0,1,1
327,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"His speech comes amid renewed tensions in the Conservatives over Europe, with a group of 80 MPs set to meet on Monday to discuss ways to reshape the UK's relationship with the EU.",2,No Relation,C,0,1,0,0
2340,joewe look at the options,joewe look at the options,0,Attack,C,0,1,0,0
781,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.",There have been repeated attempts through the early years of the party to smear UKIP but nobody in the British press believes it any more.,1,Support,C,0,1,0,1
82,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"Thirdly the party wants to introduce binding local referendums on issues of particular local concern, such as controversial planning decisions.",2,No Relation,C,0,1,0,0
252,"The sooner we are out of the EU, the sooner we can start making this country great again.","If they perform in May's European Parliament elections anywhere near as well as is widely predicted, that will begin to change.",2,No Relation,C,0,0,1,1
1445,It is something of a paradox but a strong vote for UKIP might present the best chance of us staying in the EU!,"And the BBC's chief political adviser, Ric Bailey, said the broadcasters had to work very hard to get the 2010 debates off the ground and it could not be guaranteed that they would be repeated.",2,No Relation,C,0,0,1,1
1482,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,"Labour leader Ed Miliband said earlier this month that his MPs would not take part in the vote on Friday, describing the bill as a gimmick.",2,No Relation,C,0,0,1,1
3424, go read on the origin of species, if you wanted to start an actual debate you should have said there is no convincing evidence,1,Support,C,1,0,0,0
1294,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.",Marta Andreasen said Mr Farage had abjectly failed and should go.,1,Support,C,0,1,0,1
2522,why not what qualities does the designers have that make them beyond studynot being able to directly observe it,lets look at this to counter the malarial parasite presumably another creation of this benevolent intelligent designer a designer tinkers over the millennia with our genes to confer partial immunity but with the sideeffect of lethal sicklecell disease,1,Support,C,1,0,0,0
1676,UKIP are the only party willing to have a sensible open debate on the key issues affecting the country. ,The group suggest that within five years UKIP will have more members than the Tories at the current rate of attrition.,1,Support,C,0,1,0,1
761,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","The Times newspaper reported that Conservative Party officials have already been dispatched to the seat to lay the groundwork for their campaign, with fear of UKIP snatching the seat taking hold.",1,Support,C,0,1,0,1
4016,although the production was executed competently this dark fantasy did not suit my taste at all it felt as if a lot of effort was put into telling a story that wasnt worth telling ,yeah it is a dark story but i do think the story is worth telling i was fascinated how the fantasy was told in backdrop of a fight against fascism,0,Attack,C,1,0,0,1
1351,I suspect when people do start to focus and the election is close UKIPs incoherent policies will be exposed.,"Earlier this year, it emerged that the Conservatives' constituency membership had nearly halved since David Cameron became leader in 2005.",2,No Relation,C,0,0,1,1
2072,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",The party's leader Nigel Farage has promised to cause a political earthquake at next year's polls after a strong showing in local elections.,1,Support,C,0,1,0,1
3375, scientists can present a great deal more evidence for evolution various fossils in chronological order clearly showing an evolving skeletal structure than a christian can present for intelligent design none, well as being one of the denoted tie breakers of this debating conversation topic i would like to point out that evolution is both a fact and a theory,1,Support,C,0,0,1,0
2878,i happened to drop by the discoverys institutes website which claims to be interested in improving the accuracy in reporting and read an interesting blurb titled ncse promotes shrill editorial suggesting students be forced to consider the possibility that there is no god,so i decided to check out the actual articles in question and much to my dismay i came to realize that this seemed to be a blatant quote out of context,0,Attack,C,1,0,0,1
1307,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,"Alluding to the comments, he will refer to public pronouncements that I would not always choose myself.",2,No Relation,C,0,0,1,1
1420,UKIP getting a large chunk of the vote in the EU elections sends a message to Europe that they cannot take the UK membership for granted.,The by-election was called after a special court found ex-Labour minister Phil Woolas had lied about Mr Watkins in May's general election and invalidated the result.,2,No Relation,C,0,0,1,1
863,The reason why UKIP has gained so many votes is because the main parties refuse to deal with immigration and the EU.,"UKIP, the Conservatives, the BNP and an independent all finished ahead of the Lib Dems, who came second in the seat in last May's general election.",2,No Relation,C,0,0,1,1
3438, it is only belief, youre right there isnt a shred of positive evidence for creationism and creationists dont even try,1,Support,C,0,1,0,1
3081,usher got a bad rap,well once you accept the existence of an all powerful deity then anything is possible,1,Support,C,0,0,1,0
3453,the father deserves nothing but scorn and derision he is a murderous cretin whose stupidity killed his child,well that is a stupid statement stupid enough that i can not even wrap my head around it and make a proper comparison,0,Attack,C,1,0,0,1
17,"Much of UKIP's meteoric rise has to do with political correctness, and the fact that ordinary people are sick of it.",Tim Loughton believes UKIP are here to stay.,1,Support,C,0,1,0,1
1493,UKIP are the only party willing to have a sensible open debate on the key issues affecting the country. ,"The Conservative leader has suggested staging debates over a longer period, not just during the five-week campaign.",2,No Relation,C,1,0,0,0
3,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","While Mr Farage did not put a figure on the estimated nine million Syrians displaced by war who should be allowed in the UK, Labour wants to accept 400 to 500.",2,No Relation,C,0,0,1,1
3913,We should negotiate with terrorists,Negotiation encourages moderation,1,Support,C,0,0,1,0
2756,bowman arguesthe board members werent even aware of the wedge document a dated ten years internal document of di and neither relevant to dover v kitzmiller nor to the id hypothesis,bowman arguesthe board members werent even aware of the wedge document a dated ten years internal document of di and neither relevant to dover v kitzmiller nor to the id hypothesis,1,Support,C,0,1,0,1
1066,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,UKIP received the money from a donor who was not on the electoral register.,2,No Relation,C,1,0,0,0
205,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,But faith minister Baroness Warsi said Lord Pearson was either ignorant or attempting to distort views of Islam.,2,No Relation,C,0,0,1,1
1120,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.","UKIP MEP candidate Diane James, who came close to winning the Eastleigh by-election in March, said Mr Wheeler's comments had been taken totally out of context and the party was being picked on.",2,No Relation,C,1,0,0,0
1819,"It feels like UKIP is anti most things and base their politics on this: Anti-aid, Anti-immigrant – at times even anti-politics; it is therefore difficult to understand what they actually stand for and want to work towards.",The announcement comes two weeks after a roll out of Home Office vans with posters warning illegal immigrants to go home or face arrest was cancelled.,1,Support,C,0,1,0,1
526,Big business will not support UKIP given the devastation that withdrawal from the EU would cause.,Nigel Farage is an intelligent man.,2,No Relation,C,0,0,1,1
2845,jimfinally i just want to say that it appears to me that statements made against id and their proponents  made by others not you  regarding id has been so emotionally charged it makes me feel their judgment is affected,or that evolution is a process involving randomness and natural selection,1,Support,C,0,0,1,0
322,A vote for UKIP is a vote to leave the EU and recover power over our national life.,"We do need a reformed relationship with Europe, and that's exactly what we're proposing.",1,Support,C,1,0,0,0
775,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"Asked about UKIP's future, Mr Titford said he was convinced the party would build on existing support to become a significant force in the British political landscape.",1,Support,C,0,1,0,1
2036,"The sooner we are out of the EU, the sooner we can start making this country great again.","I think people should look at Bradgate Park to see how council-owned places can be run, he added.",2,No Relation,C,0,0,1,1
1609,"UKIP's position is not reasonable, but racists and proto-fascist, considering they have nothing to say about the finance capital bombing of the economy, but to put all the blame for Europe's woes onto immigration.","The charge put by its deputy leader David Campbell Bannerman when he defected to the Conservatives in the wake of the May elections was that UKIP remained, at heart, a single issue pressure group.",1,Support,C,0,1,0,1
3479,read what i actually wrote for a change,this is what socially inept losers do when they know their argument is deny they ever made one,0,Attack,C,1,0,0,1
1463,"The sooner we are out of the EU, the sooner we can start making this country great again.","He said the UK should quit the EU, with the referendum being moved forward.",1,Support,C,0,1,0,1
384,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","The party's press officer, Gawain Towler, intervened on Tuesday evening, posting a message saying I can assure you that nobody has been asked to troll, people have been directed to the forum because it could be interesting.",2,No Relation,C,0,0,1,1
454,"Marketing UKIP as ""the people's army"" is a bitter irony.",A UKIP candidate in Somerset was suspended from the party on Tuesday after a photo of him apparently making a Nazi-style salute appeared on his Facebook page.,1,Support,C,0,0,1,0
1800,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,UKIP leader Nigel Farage said the UK had no real control over either the number or the type of migrants that were settling from elsewhere in the EU.,1,Support,C,0,1,0,1
2768,you lost the case  get over it,the auscs claim that court cases settle all debates reminds me of how futile roe v,1,Support,C,0,0,1,0
2717,the di is quick to argue that jones overstepped its bound by declaring id not be scientific even though both the plaintiffs and the defendants insisted that the judge address this because the existence of a valid secular purpose which is not a sham is an important aspect in determining if something is unconstitutionaljudge jonesdefendants presented no convincing evidence that they were motived by any valid secular purposealthough defendants attempt to persuade this court that each board member who voted for the biology curriculum change did so for the secular purposed of improving science education and to exercise critical thinking skills their contentions are simply irreconcilable with the record evidence,for goodness sakes guys very few people are advocating the mandatory teaching of id in schools,0,Attack,C,0,0,1,0
1338,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"The Lib Dems held on to the Hampshire seat with a reduced majority of 1,771.",2,No Relation,C,0,0,1,1
2794,why dont you tell meare they needed to for   health   and safety of the country,the  commandments are not the sole source of morality,0,Attack,C,0,0,1,0
2438,casey luskin knows how to use impressive multisyllabic words to suggest that hes intelligent,all human design and resulting construction starts with what exists a designer and things entities,1,Support,C,0,0,1,0
3561,this is where the competition really occurs this is why natural selection the ability to go on to breed on the level of the population is actually nonrandom,wow supersport got something right,1,Support,C,0,0,1,0
3985,movies should be fun entertaining this movie is not waste of my time,then dont watch it its that simple but dont say that movies should be one thing have you not read depressing literature or stared at melancholic paintings before,0,Attack,C,1,0,0,1
3976,i remember being underwhelmed when this first came out but enough time had passed when i caught it on tv so perhaps i had just been in the wrong mood back then maybe this time ill enjoy it but no,this film is totally vacuous and the plot is unbelievable no way could everyone become infertile and if they did no way could one fertile woman save the planet,1,Support,C,0,1,0,1
455,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,Eurosceptic Paul Sykes said UKIP was the last best hope for Britain and he would help fund its election campaign.,0,Attack,C,0,0,1,0
2405,just as advances in genetic and protein research and mathematics are enabling us to understand and explain how evolution works a growing number of our society are rejecting science in favor of myth and fake science,i really have to give the antiiders credit you have a lot of faith,0,Attack,C,0,1,0,0
353,"The sooner we are out of the EU, the sooner we can start making this country great again.","But this time around, the party's candidate John O'Farrell polled just over 4,000 votes, or 9.8%, a 0.2 percentage points increase on the party's tally in the 2010 election.",2,No Relation,C,0,0,1,1
2567,not all this link was identified in my last reply    httpwww,actually the construction of the cell rather suggests chance,0,Attack,C,0,0,1,0
1398,Ukip are doing well for the very simple reason folk have at last realized that they are being lied to by LibLabCon and now have somewhere else to go.,He held positions in the governments of Margaret Thatcher and John Major before becoming treasurer in 2003.,2,No Relation,C,0,0,1,1
3031,one of the major problems that we all have in fact its the same problem adam and eve had in the garden of eden is that we tend to start from outside gods word and then go to what god has written in the bible orin adams casewhat god forbade him to do to try to interpret it on the basis of our own preset ideas,i dont see what is so hard about it,0,Attack,C,1,0,0,1
3306, you are under the mistaken impression that complexity and ability to buy washing machines equals more evolved, just judging from the question obviously the op hasnt got even a high school understanding of what evolution is,1,Support,C,0,1,0,1
3615,we take reality and describe it in our minds and thus form it into abstract concepts which we can operate with,this is my understanding as well interestingly concepts only approximate that which they intend to define confusion between concept and actuality is fertile ground for misunderstanding,1,Support,C,0,1,0,1
3853,All nations have a right to nuclear weapons,The threat of nuclear weapons falling into the hands of rogue states and terrorists increases as more countries possess them,0,Attack,C,1,0,0,1
1442,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",1,Support,C,0,1,0,1
2118,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.","It is also one which means people often dismiss it as a single issue party, unlikely to become a force in Westminster politics.",1,Support,C,0,1,0,1
1115,"In UKIP, we have a new political force which looks likely to poll very well in a national election.",He also insisted his party was not a pressure group anymore andhas a fully fledged manifesto.,1,Support,C,0,1,0,1
1485,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","Mr Farage told the BBC that since the general election UKIP had trebled its vote share, according to opinion polls.",1,Support,C,0,1,0,1
2598,we must be prepared to take account  of the fact that our location in the universe is necessarily privileged to the extent of being compatible with our existence as observersand even that formulation has been taken apart by rudolf haller in his book nonexistence and predicationunderstanding is the first step towards formulating a workable hypothesis and popularization thereof,science of course has tested the principle even though for a long time it stood as an assumption,1,Support,C,0,0,1,0
1572,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","I don't think in Brussels, Berlin or Paris you are going to gain that audience or that support you need by holding a pistol to Europe's head, in which you are saying 'agree with us on everything we want or we are leaving.",2,No Relation,C,0,1,0,0
2671,the whole point of bringing up the eye example is to demonstrate that id is an actual theory and not a simple example in which someone proclaims that something is too complex based on their own judgements,natural selection isnt random,1,Support,C,0,0,1,0
3807,We should grant politicians immunity from prosecution,Giving politicians immunity from prosecution allows them to focus on performing their duties,1,Support,C,0,1,0,1
4015,in my opinion full metal jacket was way better full metal jacket was at least fair i spoke to a lot of guys that told me thats the way it was,no platoon was the better movie,0,Attack,C,1,0,0,1
1591,Labour won't have anything to do with UKIP as they are more right-wing than the Tories. ,UKIP leader Nigel Farage said any members proven to have extreme right wing views would be expelled.,0,Attack,C,0,0,1,0
2665,according to its advocates the designer responsible for intelligent design in biology could be any sort of creative intelligence capable of engineering the basic elements of life,complexity is the more the norm than the exception,0,Attack,C,0,0,1,0
1304,"I agree with UKIP on the EU, but the rest of their policies are dangerous right wing bile.",The by-election was called after former Lib Dem cabinet minister Chris Huhne resigned as an MP following an admission he had perverted the course of justice over driving licence points.,2,No Relation,C,0,0,1,1
3993,rarely have i watched and rewatched a movie with such spectacular cinematography,loved the blood splatter on the camera too gave it that feel of being right there with a war correspondent the timing of everything was incredible,1,Support,C,0,1,0,1
3640,indeed walking at a fast pace has the same and probably more benefits than jogging,this could not be more far from the truth because running is more intense the general health benefits are higher within reason more pain is more gain,0,Attack,C,1,0,0,1
3221,correct the only way that either side could be proven is wether or not we can prove or disprove god,evolution has never been proven and will never be proven because it never happened,1,Support,C,0,0,1,0
3275,why couldnt god have created everything through evolution,intelligent design is the conclusion of deductive reasoning,1,Support,C,1,0,0,0
1270,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.","In an interview with The Times, Mr Farage accepted UKIP had struggled to attract talent in its early days, ofte ending up with members holding questionable views.",0,Attack,C,0,0,1,0
1429,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,Former Europe Minister Denis MacShane said the EU was Britain's biggest trading partner.,0,Attack,C,0,0,1,0
3517,creation scientists read the sedimentary record of the placement of strata as evidence of the great flood while evo scientists read the same evidence very differently as evidence of an old earth,and creationists who can not tell the difference between cats and nuclear reactors do not understand fluid mechanics,0,Attack,C,0,0,1,0
815,I suspect when people do start to focus and the election is close UKIPs incoherent policies will be exposed.,"Many of our members are those who have never been a member of any political party before but who see that it is UKIP who is challenging the establishment on issues such as open door immigration, grammar schools and green taxes, he said.",0,Attack,C,1,0,0,1
253,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","Their hope is that the Eastleigh by-election saw them turn a corner, with the party finally working out how to campaign from within government.",2,No Relation,C,0,0,1,1
1048,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,2,No Relation,C,0,0,1,1
752,Intellectually I rate Farage much higher than Cameron; he has a very sharp and quick wit and is an excellent public speaker.,"General elections, however, with their first-past-the-post voting systems, have been a very different story and Farage has failed to make the breakthrough he has been hoping for.",0,Attack,C,0,0,1,0
3881,The US should ban cluster bombs,Rejecting the Ban on Cluster Bombs Hurts the international image of the US,1,Support,C,0,1,0,1
2859,id may assert but as a science their contributions remain largely with content,remember the question we are addressing is  does id have merit  i have explained why i think it does,0,Attack,C,1,0,0,1
3032,i dont see what is so hard about it,your stating what you believe not what can be demonstrated scientifically,0,Attack,C,1,0,0,1
91,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.",The word slut has different meanings to different generations.,2,No Relation,C,0,0,1,1
3034,there is much scientific evidence to proof it its just that you wouldnt believe it anyway,i do not believe in science,0,Attack,C,1,0,0,1
1413,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.","The last time the seats up for grabs on 5 May were contested, in 2007, UKIP returned five councillors, a net loss of one.",2,No Relation,C,1,0,0,0
1562,UKIP is a vessel through which a protest is being delivered. ,"Well, that's poppycock but I don't think Nick Clegg, who is a charming young man, has ever purported to know anything at all about economics.",2,No Relation,C,0,0,1,1
1893,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"This time it isn't red lines, but red tape.",2,No Relation,C,0,0,1,1
2022,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","Mr Farage will tell members at the conference in London that, by the 2015 general election, UKIP will overtake the Lib Dems in terms of its support base.",1,Support,C,0,1,0,1
