orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,correct
1406,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,"She brings a wealth of experience - and a dedication to fight for what's best for the British people in Europe, he said.",2,No Relation,A,,,,
3681,but if we get this right we will waste less research time with dodgy students we wish we had rejected at interview,but interviews basically do not work very well,0,Attack,A,,,,
2071,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.","It is also one which means people often dismiss it as a single issue party, unlikely to become a force in Westminster politics.",1,Support,A,,,,
2395,first and foremost  how does an animal without an immune system survive to acquire one, im talking about the evolution of the first immune system  you cant inherit what doesnt exist,0,Attack,A,,,,
722,"UKIP are an independent party and have shown that their appeal is broad, making big dents in staunchly Labour voting areas as well as the recent bi-election successes.",She may have deeply divided public opinion but despite her death many in the Conservative Party believe her legacy lives on.,2,No Relation,A,,,,
542,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"The ex-minister, who lost his seat in 1997 following the cash-for-questions scandal, announced last week that he was joining UKIP and is seeking election to its national executive.",2,No Relation,A,,,,
1718,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","UKIP are certainly trying to professionalise, to move away from its more amateurish origins.",0,Attack,A,,,,
2653,secrets of the genome january   by john c,the response by the discovery institute says that the methodology for detecting design which i discuss in my first opening statement is entirely empirical and scientific,1,Support,A,,,,
365,The only reason we are even having a sensible debate about Europe are UKIP.,"Votes were also held in mayoral elections in Doncaster, where incumbent Peter Davies, who resigned from the English Democrats, is fighting for re-election as an independent, and North Tyneside.",2,No Relation,A,,,,
3939,We should force think tanks to reveal all of their sources for resource funding,Think tanks may become smoke screens for criminal groups,1,Support,A,,,,
3832,Bribery is sometimes acceptable,Variation in standards leads to a race to the bottom of corruptibility,0,Attack,A,,,,
1735,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.",UKIP leader Nigel Farage said any members proven to have extreme right wing views would be expelled.,2,No Relation,A,,,,
2411,first of all science does not make a claim that every feature of the universe can be explained without god,youre right science is not atheism but not thats what most people make it out to be,0,Attack,A,,,,
1147,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,"If the Tories offer [a referendum], I think Labour and the Liberal Democrats will offer it.",2,No Relation,A,,,,
3150,i really feel sorry for you,i really feel sorry for you,0,Attack,A,,,,
3372, it cant  be wrong this is something natural, evolution is defined in wikipedia as a change in the inherited traits of a population from one generation to the next,1,Support,A,,,,
2841, it seems to me that luskin is being more scientific in that he talks about a method for testing idthats ironic because luskin presents no testable id,in answering your questions i will try to keep on point,0,Attack,A,,,,
2102,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","South Tyneside councillor and social worker Emma Lewell-Buck, 34, will contest the seat for Labour.",2,No Relation,A,,,,
1544,UKIP actually wants to repeal the Human Rights act which is in place to guarantee basic human rights and would be disastrous if they ever were successful with this.,"It is essential that parties should be defined in such a way that a party like UKIP, which obtained nearly a million votes in the last general election, and which came second, beating both Labour and the LibDems in the European election in 2009, should be included.",2,No Relation,A,,,,
843,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,"Asked if this meant he was calling UKIP racist, he replied of course it is racist, of course, who doubts that?",0,Attack,A,,,,
1917,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","Conservative party vice chairman Michael Fabricant said the party had struggled to present a distinctive message during the Eastleigh election, saying UKIP had managed to connect with traditional blue-collar Tory voters on issues such as crime and immigration in a way the Conservatives had not.",2,No Relation,A,,,,
452,Plenty of survey's have shown UKIP to be the most hated of the main parties.,"Mr Nattrass, a chartered surveyor, has been an MEP since 2004.",2,No Relation,A,,,,
2824,where did i say thatit was livvy that originally said it,caseylate last night i posted my final rebuttals to the ncse on opposingviews,1,Support,A,,,,
534,"The momentum is with UKIP; Labour, Conservative and Liberal areas are all now vulnerable to them. ",The latest debate over a vote was prompted by David Cameron penning a Daily Telegraph article.,2,No Relation,A,,,,
2846,or that evolution is a process involving randomness and natural selection,or that evolution is a process involving randomness and natural selection,1,Support,A,,,,
2396,i think this comes down to an irreducible complexity argument,i think this comes down to an irreducible complexity argument,0,Attack,A,,,,
3554,yet there is arguably a morality component to every law ever to be put on the books,yes and depending on how you define morality,1,Support,A,,,,
3159,the study of science is intriguing but it shouldnt get in the way of ruling out the creator,in a literal translation genesis  and  state that god created the heavens and the earth in six days,1,Support,A,,,,
1667,It's a protest vote because (most) people know that UKIP will never net in power.,He argued that his party was on a journey from a party of protest to a party of government.,0,Attack,A,,,,
1316,I'm no fan of UKIP but well done to them for initiating a much needed shake up of British politics.,"He came fourth in the ballot in Bexhill and Battle, in East Sussex, at last year's general election.",2,No Relation,A,,,,
1304,"I agree with UKIP on the EU, but the rest of their policies are dangerous right wing bile.",The by-election was called after former Lib Dem cabinet minister Chris Huhne resigned as an MP following an admission he had perverted the course of justice over driving licence points.,2,No Relation,A,,,,
3461,so in conclusion as the alleged science of evolution is based solely on predetermined assumptions so is the myth of global warming,in short you have nothing but faith and seek to project it where it has no place,0,Attack,A,,,,
358,"I voted Tory for 30 years and started supporting UKIP because I want a sovereign, democratic , well governed Britain with Britain put first and its getting clearer by the day that the old Liblabcon parties will not do that.","Mr Farage added that he believed voters are beginning to see UKIP as more relevant to their lives, and said the party would become the third force in British politics and top the poll at the European elections in 2014.",1,Support,A,,,,
208,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,"Mr Knapman took over the role of leader in 2002, but in 2004, a new pretender to the crown - former Labour MP and chat show host Robert Kilroy-Silk - arrived in a flurry of publicity to shake things up once again.",2,No Relation,A,,,,
3732,perhaps a marathon,a marathon sounds good,1,Support,A,,,,
2689,debater jay richards answers this question quite clearly in a short video  at     www,we may disagree as to the ability of id proponents to explain the ultimate source of complexity,0,Attack,A,,,,
3492,you want to talk pain i wish the proinfanticide zealots could experience being dismembered and having their skulls collapsed and their brains sucked out so theyll know what an innocent baby feels when its being aborted,you mean like how you suck any rationale thought or discourse from a debate topic,0,Attack,A,,,,
3288,zingo he can be taught i know that there is no difference between those statements,aithiesm constitutes that nothing created the universe,0,Attack,A,,,,
271,UKIP and the Greens are the only parties to date that haven't screwed us all over.,"The first ever televised general election debates took place in 2010, with the format agreed between the Conservatives, Labour and Liberal Democrats.",2,No Relation,A,,,,
1174,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","Afterwards, Mr Nattrass began discussions with the English Democrats, who campaign for the establishment of an English parliament and immediate withdrawal from the EU, about a possible move.",2,No Relation,A,,,,
2019,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"I don't think in Brussels, Berlin or Paris you are going to gain that audience or that support you need by holding a pistol to Europe's head, in which you are saying 'agree with us on everything we want or we are leaving.",2,No Relation,A,,,,
3034,there is much scientific evidence to proof it its just that you wouldnt believe it anyway,i do not believe in science,0,Attack,A,,,,
1364,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.","Asked if this meant he was calling UKIP racist, he replied of course it is racist, of course, who doubts that?",0,Attack,A,,,,
2637,the problem with the catholic church is that it has been unable to disagree with any scientific theory ever since they got burned condemning galileo,funny how being completely wrong about the earth revolving around the sun can make the catholic church a bit gun shy about claiming that   science   is incorrect without evidence to back it up,0,Attack,A,,,,
2831,common descent neither supports nor refutes id,because of course id really does not mean anything significant,0,Attack,A,,,,
3338, yes i believe the theory of evolution is wrong as there are no scientific facts about that, yes the theory of evolution is wrong it got popular when darwin wrote the book the origin of species but later on many scientists proved from several experiments that it is an incorrect theory,1,Support,A,,,,
2724,the congressional report comes from the similar sources that have denied the existence or problems of global warming as well,eventually they the smithsonian higherups determined that they could not terminate you sternberg for cause and they were not going to make you a martyr by firing you for publishing a paper on id,1,Support,A,,,,
351,"The People's Army is on the march and UKIP will get Britain back from the Liblabcon, Establishment and MSM political abusers of our country.","At the time, he was criticised by the Conservatives and others for cheap populism and pledging something that was undeliverable, because of free movement of labour within the European Union.",2,No Relation,A,,,,
1811,UKIP seems overwhelmingly to be staffed by racists who want to keep people not born in this country outside this country.,"Meanwhile, the Bulgarian President Rosen Plevneliev has warned that Britain's immigration policy could harm its image as a great global power that pioneered integration.",1,Support,A,,,,
2303,teaching creationism is akin to childabuse,preventing creationism to be taught is not violating freedom of religion,1,Support,A,,,,
2753,pvmfirst of all the judge observed that the school board was strongly motivated by religious beliefs and the fact that they believed that id presented a scientific hypothesis and thus a valid secular purpose was their downfall ,bowmanmore on the aclus rubber stamped ruling by a practicing attorneynothing wrong with quoting from a well argued submission by the aclubowmanthat said none of this relates to the id ruling since the board members were not id advocates except perhaps superficially,0,Attack,A,,,,
2116,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.","He also suggested that his party might get its first seats in the UK Parliament at the general election in 2015, and argued it was not just taking votes from the right wing of British politics.",2,No Relation,A,,,,
491,"The problem with popularism but no substance, like UKIP represent, is that it just results in things getting worse and worse.","The EU's Budget Commissioner said projects in Wales, Cornwall, Northern Ireland and elsewhere must be honoured.",2,No Relation,A,,,,
2454, jay intelligent design id has scientific merit in paleontology because in many instances it can be applied to the fossil record to detect where design has occurred in the history of life by finding the rapid introduction of large amounts of complex and specified information csi,since we proposed punctuated equilibria to explain trends it is infuriating to be quoted again and again by creationists  whether through design or stupidity i do not know  as admitting that the fossil record includes no transitional forms,1,Support,A,,,,
2407,while in science you cannot prove or falsify the existence of god and id doesnt change that i agree that when it comes to blind faith dawkins and pz myers are guilty of the same thing,theism is a belief in gods,0,Attack,A,,,,
2016,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"He also warned that if a proposed referendum led to the UK leaving the EU, there would be dire consequences for the country's global influence.",0,Attack,A,,,,
2086,UKIP's sole aim at the general election is to get a smallish number of MPs elected but enough to hold the balance of power and do a deal with the Tories.,But he said there were still major differences such as grammar schools and windmills dividing the Conservatives and UKIP as he spoke to Jo Coburn about talks of a pact suggested by Conservative MP Michael Fabricant.,2,No Relation,A,,,,
536,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.",This means fewer Tories ready to get out and campaign and that matters.,2,No Relation,A,,,,
1166,"The momentum is with UKIP; Labour, Conservative and Liberal areas are all now vulnerable to them. ",Photographs posted to Bhutto's deleted Facebook account show his active support of the Conservative Party before he joined UKIP.,2,No Relation,A,,,,
1351,I suspect when people do start to focus and the election is close UKIPs incoherent policies will be exposed.,"Earlier this year, it emerged that the Conservatives' constituency membership had nearly halved since David Cameron became leader in 2005.",2,No Relation,A,,,,
3641,this could not be more far from the truth because running is more intense the general health benefits are higher within reason more pain is more gain,jogging is just as good as walking but it is done at a faster pace which results in higher impact on your knees hips and other joints,0,Attack,A,,,,
3087,but what have ancient scriptures ultimately proven,include the transmission of the biblical text,1,Support,A,,,,
4045,oh no ive seen the whole movie multiple times definitely a film i wont get tired of any time soon,yeah this is a definite rewatchable film really heavy but never boring and i for one would love to know the answer to arthur burns last question,1,Support,A,,,,
3690,you can get any other tablet for much less that has the same features ,one may argue that there are enough apple only apps justify the apple price,0,Attack,A,,,,
2238,A vote for UKIP would be a vote for a Tory-UKIP alliance that would be more right-wing than a Tory government.,He said UKIP was clearly taking a very right wing position which pandered to an obvious anti-Europeanism.,1,Support,A,,,,
822,"There's an election next month, UKIP are campaigning on the streets right now, and candidate upon candidate keeps churning out ridiculous (often racist, sexist or homophobic) views.",A UKIP candidate in Somerset was suspended from the party on Tuesday after a photo of him apparently making a Nazi-style salute appeared on his Facebook page.,1,Support,A,,,,
1114,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","Labour selected comedy writer, broadcaster and author John O'Farrell as its candidate.",2,No Relation,A,,,,
3222,evolution has never been proven and will never be proven because it never happened,although i firmly believe in evolution it is only a theory and even though theories have evidence and are backed up with facts they are not  true and can probably never really be proven like the big bang theory,1,Support,A,,,,
1663,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,A,,,,
3927,We should allow voting at 16 in European Parliament elections,The voting age should be the same across the Union,1,Support,A,,,,
200,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,"I am not going to sell this party short over any political deal, there is absolutely no way on earth I would do that, he told activists.",2,No Relation,A,,,,
3468,because there is evidence against kerry,yet there is evidence against bush and you have a double standard on applying your attacks on kerry to bush even when the same circumstances apply,0,Attack,A,,,,
3486,okay well i think that you are just finding reasons to go against him i think that you had some bad experiences when you were younger or a while ago that made you turn on god,here come the christians thinking they can know everything by guessing and commiting the genetic fallacy left and right,0,Attack,A,,,,
812,"UKIP are an independent party and have shown that their appeal is broad, making big dents in staunchly Labour voting areas as well as the recent bi-election successes.","He said the party would consider other measures including the legal route if it did not get redress from the council, which he said was continually backtracking.",2,No Relation,A,,,,
405,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,But there are signs UKIP is starting to pick up the sort of protest votes that traditionally go to the Liberal Democrats.,0,Attack,A,,,,
677,The more the 'mainstream' parties smear and lie about UKIP the more their support rises.,UKIP has won over 130 seats so far and is averaging 25% of the vote in the wards where it is standing.,1,Support,A,,,,
3632,i am gravely offended by those who claim to be on a first name basis with god who claim to know exactly what it is that god wants and believesto me somehow it smacks of selfidolatrization prideful in being next to god,what else is new,1,Support,A,,,,
38,"The sooner we are out of the EU, the sooner we can start making this country great again.","My prediction is, that over the next year or two, as the European debate gathers pace in this country, the issue of immigration and border controls will become the absolute key to the whole thing.",1,Support,A,,,,
543,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.",He said the party had never been more important for our freedom as a self-governing democracy and had to go on telling the truth about Europe.,2,No Relation,A,,,,
1999,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","All [the prime minister's] doing is trying to curry favour, he continued.",2,No Relation,A,,,,
3419, i dont believe in evolution or anything contemporary beyond the dictionary definition of it, there is absolutely no proof for evolution,1,Support,A,,,,
1005,"My observation is that UKIP often are reluctant to directly answer any questions of substance, which can be accounted for by the fact that they really have no policies.",Ms Sinclaire later brought a sexual discrimination case against the party which was subsequently dropped.,2,No Relation,A,,,,
588,"The People's Army is on the march and UKIP will get Britain back from the Liblabcon, Establishment and MSM political abusers of our country.","Unusually for a politician, his resignation statement highlights his own shortcomings.",2,No Relation,A,,,,
3805,I prefer trade to aid,Trade does not allocate resources effectively,0,Attack,A,,,,
2141,"If we leave the EU we will save billions of pounds which can then be invested in our ailing national infrastructure, notably the NHS.",The Lib Dem leader also argued that being in the EU meant that we keep ourselves safer because we can go after cross-border crime and terrorism and that we can look after the environment in a way which we can't on our own.,0,Attack,A,,,,
1642,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,Downing Street said the prime minister's views about Europe were clear and he believed it was important the public had the evidence and analysis to consider the question of the UK's membership.,2,No Relation,A,,,,
1605,UKIP works against a lot of what most people would categorise as basic rights such as marriage – even if with the same sex - free movement and right to own cultures and living them out. ,But even if it bought him a bit of peace and quiet within the party it seemingly failed to neutralise the threat from the UK Independence party (UKIP) as the Tories slumped to third place in the Eastleigh by-election.,2,No Relation,A,,,,
1508,UKIP seems overwhelmingly to be staffed by racists who want to keep people not born in this country outside this country.,"Over three million jobs in this country, directly or indirectly, depend on us being in the EU, so that is a big choice.",2,No Relation,A,,,,
2883,you still have yet to provide any passages within pandas which state that god is directly implicated saying that the fte is religious therefore so is pandas,you still have yet to provide any passages within pandas which state that god is directly implicated saying that the fte is religious therefore so is pandas,0,Attack,A,,,,
3872,We should create a United Nations standing army,A United Nations standing army is unnecessary,0,Attack,A,,,,
387,If UKIP is really the best our country can do for an alternative then we are all doomed.,"Deputy Prime Minister Nick Clegg, whose Liberal Democrats oppose a referendum, said leaving altogether would make us less safe because we co-operate in the European Union to go after criminal gangs that cross borders.",1,Support,A,,,,
1056,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.",It's not unreasonable to say she wasn't exactly overwhelmed by support from the party nationally in this campaign.,2,No Relation,A,,,,
2932,six days on gods terms not mans terms,feel free to respond,0,Attack,A,,,,
295,"I don't believe Farage is a racist and I don't believe the UKIP policies are racist, but I do think they will be the party that attracts most support from racists.",UKIP neither share nor condone these right wing views.,0,Attack,A,,,,
2427,taxiboundi must say that pvm has a way with words,from mr,1,Support,A,,,,
1974,"Ukip has British values, wants to get British industry kick started back to the fore front again, become more self-sufficient.","He also warned that if a proposed referendum led to the UK leaving the EU, there would be dire consequences for the country's global influence.",0,Attack,A,,,,
1178,"UKIP are a fairly right wing group as I'm sure will become clear when they actually produce some policies other than the ""its all the eu's"" fault.",Lord Pearson argued that this strain (of Islam) is not the province of a few extremists.,2,No Relation,A,,,,
875,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"We have really connected with voters in this constituency, Farage told the BBC.",0,Attack,A,,,,
529,The current smear strategy against UKIP is not pulling people back but pushing them towards UKIP and if this carries on then things are going to be a lot tighter by the time the general election comes.,Any eccentric comment made by any UKIP [member] immediately becomes a huge national scandal.,1,Support,A,,,,
3773,yes marihuana does much less harm if at all to the human body than cigarettes ,indeed it is hypocritical to criminalise marihuana while alcohol etc are perfectly acceptable,1,Support,A,,,,
1910,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.",We've got to put the person at the centre of our public services and scrap the silo mentality that exists in too many local and national government organisations and agencies.,2,No Relation,A,,,,
390,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.",He told the BBC that UKIP had leapfrogged the Lib Dems in some opinion polls and the public wantedrespected UKIP as a genuine party.,0,Attack,A,,,,
662,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","But as politicians and the public become more used to devolved government, Giles Dilnot looks at the rise of other parties and UKIP looking to enter NI politics.",1,Support,A,,,,
167,"Marketing UKIP as ""the people's army"" is a bitter irony.","David has expressed his admiration for David Cameron, who has announced that he will not give the people of this country a referendum on Europe because he believes we should stay in.",2,No Relation,A,,,,
2880,after reading the points between the ncse and the discovery institute on that claim i am still skeptical of this as well,the smoking guns are well established,0,Attack,A,,,,
3316, the one that suits its current environment surveys and grow up to breed, evolution is an embarrassment to science,0,Attack,A,,,,
32,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","It is a long overdue step in the right direction to bringing the NHS back round to what it was set up to be, a national health service, not an international service.",2,No Relation,A,,,,
2325,pvm i am sure that highlander is familiar with the  foundational works of behe and dembski  both rely on the absence of science being  able to explain a particular feature to infer design,highlanderpvm seems unaware randomness and design are mutually exclusive concepts,0,Attack,A,,,,
811,Hopefully we will see our first UKIP MP before the general elections next year.,Taking on all those deliveries made an enormous difference to our ability to deliver a strong campaign.,2,No Relation,A,,,,
3753,electric vehicles,lovely they do not smell,1,Support,A,,,,
3230,evolution has not ceased in any animal,again we hit walls of diction but its a great debate and im on your side evolutionists,1,Support,A,,,,
2286,creationism makes a false historicalscientific claim that is detached from the broader precepts of belief in god,the bible is simply wrong if a literal interpretation is taken on this question the bible just is wrong and if you insist on holding a literalistic approach to scripture then the implications you claim do indeed follow,1,Support,A,,,,
3485,said like a cruel evil person who has no concern for his fellow man,said like a lazy ignorant person who would rather i have off the sweat of others than go out and earn for himself,0,Attack,A,,,,
97,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.",Later he appeared to reject the idea of a pact outright when he said on Twitter no deals with the Tories.,2,No Relation,A,,,,
3478,so we all deserve to be tortured for ever for beleiving in evolution,tortured you shut your mouth if you are not a christian then yes i will pray for you,0,Attack,A,,,,
120,"UKIP are an independent party and have shown that their appeal is broad, making big dents in staunchly Labour voting areas as well as the recent bi-election successes.","UKIP, which campaigns for the UK to leave the EU, averaged 25% of the vote in the wards where it was standing in Thursday's elections and won more than 140 seats.",1,Support,A,,,,
885,If UKIP is really the best our country can do for an alternative then we are all doomed.,"Labour saw their majority halved to under 5,000 in Thursday's poll as The UK Independence Party finished second, with a 24% share of the vote, so clearly people seem to think UKIP are not such a bad choice.",0,Attack,A,,,,
2123,It's a protest vote because (most) people know that UKIP will never net in power.,"He said it was proof that UKIP is no longer just a protest party and is broadening its appeal across the country, not just the south of England.",0,Attack,A,,,,
356,Support for UKIP simply indicates that people have noticed that the major parties do not represent their interests.,He suffered the injuries after the plane he was in crashed on General Election Day in May 2010.,2,No Relation,A,,,,
252,"The sooner we are out of the EU, the sooner we can start making this country great again.","If they perform in May's European Parliament elections anywhere near as well as is widely predicted, that will begin to change.",2,No Relation,A,,,,
1540,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"Over three million jobs in this country, directly or indirectly, depend on us being in the EU, so that is a big choice.",0,Attack,A,,,,
1860,"UKIP are indeed far from perfect, but they have grown as a party because the Establishment Parties have deceived the public for so long on informing and educating on WHAT IS THE EU SUPERSTATE project.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",1,Support,A,,,,
3923,US intervention in Libya lacking congressional approval was illegal,The Libya intervention lacks sufficient international authority,1,Support,A,,,,
1666,"Whatever you think of UKIP, you've got to admit that Farage is a superb speaker.","He's very outspoken - even the people who don't share his message think that he's a great speaker and fun to listen to, says Soini.",1,Support,A,,,,
3255,aristotle socrates and plato,that if you look into all beliefs and theories you will find a flawthis is very true for almost all theories,1,Support,A,,,,
2751, we focus only on the constitutional aspects to this issue,lets just cut to the chase id does not perform any empirical and statistical verifications at best they could perform statistical falsifications of a particular scientific hypothesis but even the simplest hypotheses are not easily captured in statistics and thus id has found that most examples of supposedly designed systems cannot really be tested using id methodology,0,Attack,A,,,,
514,UKIP and the Greens are the only parties to date that haven't screwed us all over.,A poll showed that only 26% said the PM was in touch with the lives of ordinary voters.,1,Support,A,,,,
2803,agreed that religious belief should not necessarily compel the rejection of wellestablished results from welldeveloped scientific fields,tjopen debate is all we are asking for,0,Attack,A,,,,
816,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","Mr Farage stood down before the last general election in a failed bid to win a Westminster seat, but regained the job in last year's leadership contest.",2,No Relation,A,,,,
100,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"And with the UKIP riding high in national opinion polls, Mr Farage has predicted it will win seats in each of the 34 councils where elections are being held.",1,Support,A,,,,
552,"UKIP are just another bunch of freeloaders, using peoples fears and prejudice to gain votes so that they can get their snouts into the trough.","The Green Party, so often the fourth contender in local election races, now faces a very serious rival for that spot in UKIP.",0,Attack,A,,,,
245,"In UKIP, we have a new political force which looks likely to poll very well in a national election.","Prime Minister and Conservative leader David Cameron said his party would not change tack on the economy, immigration or welfare in response to the poor performance, but UKIP seems to be a real danger.",1,Support,A,,,,
3839,We should fear the power of government over the internet,Internet regulation is necessary to ensure a working economy on the internet,0,Attack,A,,,,
1218,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"All [the prime minister's] doing is trying to curry favour, he continued.",2,No Relation,A,,,,
2485,it also means that scientists who hold legitimate scientific views deserve to be heard even if their views differ from the consensus,i assert that they have been heard and their arguments have been refuted and thus they are legitimately ignored until they come up with some actual scientific evidence and arguments,0,Attack,A,,,,
2493,unfortunately dr,i was wondering where behe got his data since lenksis site showed clearly how fitness had been increasing so the claim that at best there were a few degenerative mutations shows a lack of familiarity with the actual data or perhaps a sign of forgetfulness,1,Support,A,,,,
1234,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.","In 2005 it saved its deposit in 38 seats but lost its deposits in 451 others - costing about Â£225,500.",2,No Relation,A,,,,
1490,"UKIPs main issue has always been the EU, immigration has just been the bit that highlights what a failure the project has been.","UKIP's local election manifesto, concentrates on its flagship policy of ending open door immigration and putting pressure on the government not to lift restrictions on workers from Bulgaria and Romania on 1 January, which proved a successful formula in Eastleigh.",1,Support,A,,,,
2063,It is more likely that Tory voters would vote tactically for UKIP to keep Labour out and that means Labour are at a real disadvantage. ,I think it shows that people are coming back to Labour but we have a long hard road ahead to win back people's trust.,2,No Relation,A,,,,
3783,the best way to protect Scottish interests in the EU is to vote for independence,An independent Scotland would avoid having a referendum on EU membership,1,Support,A,,,,
1821,UKIP doesn't need to win power to force the changes people want.,Their debate followed a Daily Politics flim looking at a possible pact between UKIP and the Tories.,1,Support,A,,,,
2383,first of all the bible is not a   science   book,science can never conclusively prove that there is no god unless proof of another   god   is somehow found,0,Attack,A,,,,
1273,I suspect when people do start to focus and the election is close UKIPs incoherent policies will be exposed.,Conservative MP Tim Loughton said bringing in the eurosceptic party to a TV debate would show it to be a complete load of old hot air with a very charismatic and beaming person in charge and not much else.,1,Support,A,,,,
508,Ukip are doing well for the very simple reason folk have at last realized that they are being lied to by LibLabCon and now have somewhere else to go.,"The Conservative Party is bringing in people who want to work in the national interest to sort out Britain's problems, he said.",0,Attack,A,,,,
1124,"I voted Tory for 30 years and started supporting UKIP because I want a sovereign, democratic , well governed Britain with Britain put first and its getting clearer by the day that the old Liblabcon parties will not do that.",He added that he was very fortunate to have been backed by UKIP at the 2010 general election.,1,Support,A,,,,
1437,UKIPs strength is based on ignorance and idiots.,"He said it was proof that UKIP is no longer just a protest party and is broadening its appeal across the country, not just the south of England.",0,Attack,A,,,,
4023,as far as acting and cinematography go this film was great but the content and plot were horrible,the acting was great cinematography was great the villain was one of the all time most relentlessly evil antagonists the plot was gripping enough that you intensely worried for the characters,0,Attack,A,,,,
209,"UKIP are not the answer, they are simply an annoying addition to the problem.","I think you're a lovely guy, so cheerful and full of energy with an engaging smile.",2,No Relation,A,,,,
2111,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","The Conservatives have argued the surge in support for UKIP was essentially a protest vote, but Mr Farage dismissed this as the default position of the political establishment.",2,No Relation,A,,,,
3219,it has not been proven and i dont think it can be,us evolving from chimpanzees yes it is chimps that we share the most dna with not apes and not monkeys is merely an idea just because their dna is so similar to ours,0,Attack,A,,,,
3714,usually the best city in every country is the capital so i would go for madrid ,i have never been there but a friend of mine went last summer and she said that madrid is really wonderful,1,Support,A,,,,
2207,"Ukip is the only party advocating withdrawal from the failing EU, a sensible idea for a lot of people!",The Lib Dem leader also argued that being in the EU meant that we keep ourselves safer because we can go after cross-border crime and terrorism and that we can look after the environment in a way which we can't on our own.,0,Attack,A,,,,
1947,"UKIP will lead the UK to independence from the oppressive EU, which is the only chance Britain has at restoring its former glory.","Deputy Prime Minister Nick Clegg, whose Liberal Democrats oppose a referendum, said leaving altogether would make us less safe because we co-operate in the European Union to go after criminal gangs that cross borders.",0,Attack,A,,,,
1796,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",The party's leader Nigel Farage has promised to cause a political earthquake at next year's polls after a strong showing in local elections.,1,Support,A,,,,
