orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
2692,by the very nature of its approach intelligent design cannot be satisfied with a designer who is part of the natural world,bowmanid addresses evidences for designed structures mechanisms and synergistic systems in biology,0,Attack,C,1,0,0,,
706,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,UKIP simply want to stop an unrestricted flow of a very large number of unskilled people coming into Britain at a time when we have a million young unemployed people.,0,Attack,C,1,0,0,,
2477,this whole argument is just using flaws in our definitions,needless to say even id proponents have come to realize that id is lacking scientifically speakingfor instance young earth creationist philosopher and id proponent paul nelson is on the record as saying easily the biggest challenge facing the id community is to develop a fullfledged theory of biological design,1,Support,C,0,1,0,,
2096,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"UKIP, which calls for withdrawal from the European Union and greater restrictions on immigration, has enjoyed much-improved opinion poll ratings in recent months and is expected to gain seats at next year's European Parliament elections.",1,Support,C,0,1,0,,
2927,the full drafts were all entered as evidential exhibits with the court and are on file there,heres some links to actual passages something nick failed to provide as requested,0,Attack,C,0,0,1,,
1978,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,He said UKIP was clearly taking a very right wing position which pandered to an obvious anti-Europeanism.,0,Attack,C,1,0,0,,
3564,i do not seem to get the punchline maybe it is meant to be nonsensical,yes oddly the picture makes as much sense as most creationists ,1,Support,C,0,1,0,,
3002,you cant use the bible to prove the bible thus that is an invalid argument,the argument youre making would make sense if we could all just go up to god and ask hey is this true and god could give his answer directly to anyone who asked,1,Support,C,1,0,0,,
635,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"In a show of hands, half the audience said they were not UKIP members.",2,No Relation,C,0,0,1,,
2024,UKIP's sole aim at the general election is to get a smallish number of MPs elected but enough to hold the balance of power and do a deal with the Tories.,"Earlier this year, UKIP leader Nigel Farage said he was open to the idea of a pact but demanded a referendum pledge written in blood.",1,Support,C,0,1,0,,
908,Cameron had it right and UKIP could tip the balance towards Labour in the crucial marginal seats in the GE where the battle will take place .,"Nigel is a passionate fighter, he doesn't sling the towel in.",1,Support,C,0,0,1,,
1911,UKIP doesn't need to win power to force the changes people want.,"Earlier this year, UKIP leader Nigel Farage said he was open to the idea of a pact but demanded a referendum pledge written in blood.",1,Support,C,0,0,1,,
2412,youre right science is not atheism but not thats what most people make it out to be,your argument is compelling until we expand the question of how did we get here to encompass the divine,0,Attack,C,1,0,0,,
478,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.","The penny is beginning to drop with the British people and British businesses that we are no longer a self-governing nation, and UKIP are here to solve our problems.",0,Attack,C,1,0,0,,
933,The current smear strategy against UKIP is not pulling people back but pushing them towards UKIP and if this carries on then things are going to be a lot tighter by the time the general election comes.,He said he was disappointed Ed Miliband had not mentioned Europe in his big speech on Tuesday.,2,No Relation,C,0,0,1,,
568,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.","For the moment, that's true, he says, the first-past-the-post system is a nightmare for us.",2,No Relation,C,0,0,1,,
3275,why couldnt god have created everything through evolution,intelligent design is the conclusion of deductive reasoning,1,Support,C,1,0,0,,
1240,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,And on a broader platform UKIP claims to be winning support among younger voters and students.,1,Support,C,0,1,0,,
2277,the theory of evolution is not falsifiable, teaching creationism is dangerous to science and reason  if a theory that does not follow the scientific method is taught in schools as science science and reasoning will be undermined,0,Attack,C,0,1,0,,
1733,Young people have the most to lose by the UK leaving the EU yet UKIP have the nerve to believe that their view should prevail.,"The UKIP leader also stated that the priority for Britain should be to have more united communities and better job prospects for young people, rather than the economic benefits that some believe immigration can bring.",0,Attack,C,1,0,0,,
2740,after some diversions to point out that augustine himself held some inconsistent positions tj finally comes to the quote i providedtji understand what he is saying but for this to be valid the unbeliever has to accurate in what he believes,so tj you seem to have made quite a few foolish arguments how familiar are you with augustinetj  well i know that he believed the earth was created instantaneously not progressively and was according to scripture less than  years old,0,Attack,C,0,1,0,,
1585,"The problem with popularism but no substance, like UKIP represent, is that it just results in things getting worse and worse.",The group suggest that within five years UKIP will have more members than the Tories at the current rate of attrition.,0,Attack,C,1,0,0,,
1460,UKIP is the only party that has understood the damage immigration does to the UK and its policies aim at repairing this.,"And there's quite a lot of them, he added.",2,No Relation,C,0,0,1,,
1746,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","Do you want to stick with us, on the right track - delivering an economy for hardworking people? Or do you want to put all of that at risk with Ed Miliband and his crazy plans to tax business out of existence? That'll be the choice.",2,No Relation,C,0,1,0,,
794,Big business will not support UKIP given the devastation that withdrawal from the EU would cause.,"There is a big gap in UKIP's armoury and that is a foundation, Farage says.",2,No Relation,C,0,0,1,,
61,Beyond leaving the EU and migration what ukip have no policies!,Mr Hamilton will sit on UKIP's national executive committee after being selected in a ballot of party members.,2,No Relation,C,0,0,1,,
2595,island referenced a  article however science does proceed and indeedabstract we apply the recently defined multipole vector framework to the frequencyspecific firstyear wmap sky maps estimating the lowl multipole coefficients from the highlatitude sky by means of a power equalization filter,   httpwww,1,Support,C,0,0,1,,
1408,"The UKIP party is a populist party at the right end of the spectrum, which exploits people's fears of the foreign and unknown.","He heard from Conservative MEP Daniel Hannan and Lord Stevens, who defected this week to UKIP.",2,No Relation,C,0,0,1,,
862,"My observation is that UKIP often are reluctant to directly answer any questions of substance, which can be accounted for by the fact that they really have no policies.","UKIP have pledged to do more to help with the cost of living, more to turn the economy round, more to get immigration down, to sort out the welfare system.",0,Attack,C,1,0,0,,
4000,you are right it should be a nine stars hands down,that was my rating this film is superior in every respect and most of all its ideas,1,Support,C,0,1,0,,
2015,UKIP are the only party willing to have a sensible open debate on the key issues affecting the country. ,"UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",1,Support,C,0,1,0,,
1674,"ukip's policies on health, education, taxation and all the things that affect peoples lives are non-existent.","Here is how I see it - immigration, welfare and education are totally linked.",0,Attack,C,1,0,0,,
3282,its called the theory of evolution for a reason,ignorance of terminology,0,Attack,C,0,1,0,,
2890,i changed my mind and felt somewhat angry when i realized just what those early drafts meantyou mean you accepted the attempt to reconcile the early drafts while ignoring the facts sadly you seem to have fallen victim of di propaganda,you mean you accepted the attempt to reconcile the early drafts while ignoring the facts sadly you seem to have fallen victim of di propaganda,0,Attack,C,0,1,0,,
604,"For many UKIP voters, it does not particularly matter what the party's policies are, but that UKIP is not Labour or Conservative.","Mr Farage supported Lord Pearson during the last leadership contest, saying the peer was the only serious and credible candidate for the job.",2,No Relation,C,0,0,1,,
1425,"I suspect the main reason a new Left party hasn't emerged with similar prominence to UKIP is because UK politics has, like that in the USA, become the plaything of the wealthy.",It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,2,No Relation,C,0,0,1,,
68,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"Many hospitals are overburdened with long waiting times and do not want to act as immigration officials while the NHS is already buckling under the weight of administration, Tim Aker, the head of the party's policy unit said.",2,No Relation,C,0,0,1,,
1664,UKIP's proposals on membership in the EU and migrants are at best purely demagogic: they do not take into account facts and more general issues.,"Foreign Secretary William Hague has meanwhile ruled out an electoral pact with UKIP, after a BBC poll suggested nearly 25% of Conservative councillors were in favour of such a deal.",1,Support,C,0,0,1,,
748,"Despite their best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.","Now, out there on main street, people realise that Europe is effecting their everyday lives and they like what UKIP are saying.",0,Attack,C,1,0,0,,
2329,highlanderthe exact same is true when modern science reveals an ic structure such as the flagellar motor  assembly,highlanderi am sure that highlander is familiar with the  foundational works of behe and dembskiboth rely on the absence of science being  able to explain a particular feature to infer design,1,Support,C,0,1,0,,
3399, of course theyre nonsense, i see the creation story as one perspective from one group of people,1,Support,C,0,1,0,,
1575,If there are enough Ukip votes it should frighten all the parties sufficiently to make them realise they can't just ignore the electorate.,He said the level of interest showed rivals and the media were scared witless of UKIP's recent successes.,1,Support,C,0,1,0,,
411,It's a protest vote because (most) people know that UKIP will never net in power.,What they are interested in is the effect of those treaties on their lives.,2,No Relation,C,0,0,1,,
2551,ok whatever dude,icdesign is suddenly not interested in hearing about science anymore,0,Attack,C,1,0,0,,
404,"The momentum is with UKIP; Labour, Conservative and Liberal areas are all now vulnerable to them. ","And he said that when it comes to being against Europe people prefer the original, UKIP, to the copy, everyone else.",1,Support,C,0,1,0,,
3444, i take issue only with the word no in this title though without it there wouldnt be much debate so fair play, devils advocate creationism is true because creation the world exists and the bible exists in it and the bible confirms creationism,1,Support,C,1,0,0,,
1299,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","Islam is no exception, Lady Warsi, who is the first female Muslim cabinet minister, said.",2,No Relation,C,0,0,1,,
2255,"If UKIP took all their anti-establishment guff and turned it on the banks and financial institutions then they would have more legitimacy, but instead they turn on Polish and Roma fruit pickers who do unskilled work for minimum wage.","Speaking on Wednesday, the deputy prime minister said he was very surprised to see vans driving aimlessly around north London telling illegal immigrants to go home, and that they were not a very clever way of tackling the issue.",1,Support,C,0,0,1,,
2429,i have yet to read a single sentence from any id proponent that provides testable predictions about the type of informational properties we expect to find in nature if an intelligent agent were at work in designing a natural object,when held to the standards of proof required for all other scientific theories id fails,1,Support,C,0,1,0,,
3222,evolution has never been proven and will never be proven because it never happened,although i firmly believe in evolution it is only a theory and even though theories have evidence and are backed up with facts they are not  true and can probably never really be proven like the big bang theory,1,Support,C,1,0,0,,
3080,there are some answers in there,usher got a bad rap,1,Support,C,0,0,1,,
423,Intellectually I rate Farage much higher than Cameron; he has a very sharp and quick wit and is an excellent public speaker.,"To steal Lib Dem support, UKIP is trying to establish a more youthful base, helped by Nigel Farage's appeal.",1,Support,C,0,1,0,,
2925,um this thread is months old and no one is reading it,i know this sounds crazy but in a weird way im honored to get a response from you,0,Attack,C,0,0,1,,
599,"Much of UKIP's meteoric rise has to do with political correctness, and the fact that ordinary people are sick of it.",He faced angry internal opposition to his policy of supporting Eurosceptic candidates from rival parties at the Westminster elections.,2,No Relation,C,0,0,1,,
2023,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.","And he accused the government of burying their head in the sand over the size of the Roma community living in the UK, which he said was revealed in a recent study by Salford University.",2,No Relation,C,0,0,1,,
796,A vote for UKIP is a vote to leave the EU and recover power over our national life.,The Lib Dems also plan to stand in Humberside but have yet to select a candidate.,2,No Relation,C,0,0,1,,
1396,UKIP are not rabid racist and not another incarnation of the BNP.,"Farage's outspoken speeches in Brussels against what he perceives as euro-nonsense are legendary, both for their wit and passion.",2,No Relation,C,0,1,0,,
3363, the simplest way to prove it is this, i am a christian and i do believe in evolution because there are quite an amount of amazing proofs for it,1,Support,C,1,0,0,,
24,Ukip are doing well for the very simple reason folk have at last realized that they are being lied to by LibLabCon and now have somewhere else to go.,She said she was absolutely ecstatic and the UKIP's performance showed that the coalition government was taking the country in the wrong direction.,1,Support,C,0,1,0,,
2275, creationism is scientifically testable, evolution is unobserved it is an unproven theory  the term evolution can describe a number of things some of which are directly observable while others are not,1,Support,C,1,0,0,,
3954,Governments should be allowed to disrupt Internet service on grounds of national security,National security takes precedence,1,Support,C,0,1,0,,
3041,tell me have you ever read the origin of the species i have and i find it to be a pretty far stretch,many people claim that certain writings are the word of god,1,Support,C,0,0,1,,
1690,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,C,1,0,0,,
1389,"Labour should be running scared of UKIP, now the working class are starting to realise that Labour is for middle class socialists and the public sector.",Ms Dorries is the first to say she would consider the move.,2,No Relation,C,0,0,1,,
3049,the absence of a creator is not an assumption of the sciences,the notion that science assumes that theirsic is no creator and then prove it is plainly ridiculous,1,Support,C,0,1,0,,
1919,UKIP is a vessel through which a protest is being delivered. ,"In contrast, the Liberal Democrat's Bill Newton Dunn quit the Tories in protest at its increasing hostility to Europe. And now?",2,No Relation,C,0,0,1,,
937,"I don't believe Farage is a racist and I don't believe the UKIP policies are racist, but I do think they will be the party that attracts most support from racists.","UKIP is getting itself now into a position in some of the marginals where it is a serious contender to win seats in Parliament, and not just split them.",2,No Relation,C,0,0,1,,
3836,We should fear the power of government over the internet,Internet regulation is an attempt by big interest groups to regulate the internet in their favour,1,Support,C,0,1,0,,
3938,We should force think tanks to reveal all of their sources for resource funding,Legally requiring disclosure from all benefits think tanks,1,Support,C,0,1,0,,
2501,michael behe may be best known for his book darwins black box and to a lesser extent its sequel the edge of evolution,in his latest book edge of evolution behe attempts to define this edge by pointing to malaria as an example of a designed system in which according to behe two simultaneous mutations are required and given the estimated probabilities of  in  this may be quite unlikely,1,Support,C,0,1,0,,
765,For what its worth I think UKIP is a one trick pony and is unelectable in a general election.,"I put it to him that he was more of a figurehead now than a party leader, having mostly delegated the running of UKIP to others.",2,No Relation,C,0,0,1,,
3212,prove it my good fellowdont proven itby the way,the process of evolution is fact,0,Attack,C,1,0,0,,
2757,bowman arguesthe board members werent even aware of the wedge document a dated ten years internal document of di and neither relevant to dover v kitzmiller nor to the id hypothesis,ids designer wink wink is just an evolved concept just like creationist became cdesign proponentist to design proponent,0,Attack,C,0,1,0,,
3704,nuclear energy is the most efficient once all potential hazards are eliminated,i tend to disagree the main problem with the nuclear power is that the plant cannot be switched off fast we are not able to control this process,0,Attack,C,1,0,0,,
3019, do you read books other than those produced by humanists just askingi am not a biblical scholar so i had to look for this but according to the catholic encyclopedia article on the canon of the new testament the idea of a complete and clearcut canon of the new testament existing from the beginning that is from apostolic times has no foundation in history,andrew holt heres my take on your question,0,Attack,C,0,0,1,,
158,The reason why UKIP has gained so many votes is because the main parties refuse to deal with immigration and the EU.,"Former Foreign Secretary David Miliband, who was re-elected in 2010 with a reduced 11,109 majority, quit as the town's MP to work for the International Rescue Committee in New York.",2,No Relation,C,0,0,1,,
473,It's a protest vote because (most) people know that UKIP will never net in power.,"The europhile claimed his former party has forgotten the legacy of Churchill, Macmillan and Thatcher, with the PM in terror of the right of his party.",2,No Relation,C,0,0,1,,
222,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,"Mr Hancock's comments are totally, utterly meaningless rubbish, while we remain part of the EU's single market, he told the BBC News Channel.",2,No Relation,C,0,0,1,,
1856,"UKIP advocates for the UK leaving the European Union which would be a bad idea ‚Äì but they are trying to leverage on the british people‚Äôs need to belong and pride to be british, which further sparks their anti-foreigner standpoint.",Their debate followed a Daily Politics flim looking at a possible pact between UKIP and the Tories.,2,No Relation,C,0,0,1,,
2700,i asked ask yourself this simple question how does id explain the bacterial flagella it doesnt it merely calls it designed which is a placeholder for our ignorance as to how to explain the flagella,an underlying assumption of id is that intelligence is a property which we can generally understand through our observations of intelligent agents in the natural world,1,Support,C,1,0,0,,
637,The reason why UKIP has gained so many votes is because the main parties refuse to deal with immigration and the EU.,"In 2005, Bhutto, of Leeds, admitted being the gang's boss and was jailed for seven years by a UK court.",2,No Relation,C,0,0,1,,
2691,who designed the designer is a valid and important point and ids fatal flaw,by the very nature of its approach intelligent design cannot be satisfied with a designer who is part of the natural world,0,Attack,C,0,1,0,,
1441,It is more likely that Tory voters would vote tactically for UKIP to keep Labour out and that means Labour are at a real disadvantage. ,"UK Independence party leader Nigel Farage has said he is expecting a big swing to his party in the seat, with most polls carried out in the seat putting the party third, ahead of Labour.",1,Support,C,1,0,0,,
1303,"The only people who should be voting for UKIP are Conservatives who believe that the Conservative Party isn't defending the rich enough, or that the Conservative Party isn't denying global warming enough.","'We will not rest until we've expelled every last corporate bloodsucker from our NHS, Ms Bennett said.",2,No Relation,C,0,0,1,,
1596,"No doubt ordinary people are fed up with the behaviour of the Westminster bubble, but the other reason why UKIP is doing well is that they're articulating the concerns of working people, which Tories never do and Labour hasn't done since if fell under the spell of Tony Blair.",UKIP leader Nigel Farage said the UK had no real control over either the number or the type of migrants that were settling from elsewhere in the EU.,2,No Relation,C,0,1,0,,
3213,the process of evolution is fact,as i prepare to answer this question i realize i have essentially no knowledge about the theory of evolution besides darwinism and the title,0,Attack,C,1,0,0,,
736,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"Laura Pidcock, from campaign group Show Racism the Red Card, told Today that these crude stereotypes perpetuated by UKIP were incredibly damaging.",1,Support,C,0,1,0,,
104,UKIP and the Greens are the only parties to date that haven't screwed us all over.,You never say never in politics when Andrew Neil asked if the two parties could work together.,2,No Relation,C,0,0,1,,
2443, features that appear vestigial and functionless actually serve a function eg,so what using   intelligent design    is the purpose of the appendixid simply predicted that the appendix would have a function,0,Attack,C,0,1,0,,
428,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.","Ms Andreasen had been UKIP's sole remaining female MEP, after Nikki Sinclaire was expelled from the party in 2010.",2,No Relation,C,0,0,1,,
1071,Intellectually I rate Farage much higher than Cameron; he has a very sharp and quick wit and is an excellent public speaker.,What worries me is that two thirds of people didn't bother to vote at all.,2,No Relation,C,0,0,1,,
2959,the bible is the most published and most wide spread book of all times,people tend to focus on the trees,0,Attack,C,0,0,1,,
4033,this film is easily one of the best movies ive ever seen yes it is pretty easy to guess the ending but it still wasnt ruined by that fact it is a work of art it is rewatchable,agreed masterfully made unique and insanely intelligent film a true masterpiece of cinema,1,Support,C,0,1,0,,
851,UKIP are in with the City as much as the other three and I don't like the way they are whipping people up into a frenzy.,Legislation in 1999 ended the link between holding a hereditary peerage and being a member of the Lords.,2,No Relation,C,0,0,1,,
415,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,"The responsibility of employers is to the communities they live in as well as to making a pure profit, he said.",2,No Relation,C,0,0,1,,
1338,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"The Lib Dems held on to the Hampshire seat with a reduced majority of 1,771.",2,No Relation,C,0,0,1,,
1272,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","UKIP is calling for our tax revenues from shale gas to go into a British sovereign wealth fund, he said.",2,No Relation,C,0,0,1,,
327,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"His speech comes amid renewed tensions in the Conservatives over Europe, with a group of 80 MPs set to meet on Monday to discuss ways to reshape the UK's relationship with the EU.",2,No Relation,C,0,1,0,,
1319,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.","But UKIP is also aiming to capitalise on public concern over immigration, tax rises, wind farms and may other issues.",0,Attack,C,0,1,0,,
2804,tjopen debate is all we are asking for,some places do seem more open to honest debate over evolution rather than just trying to brainwash kids,0,Attack,C,0,1,0,,
332,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.",The last two years' local elections have seen pretty awful results for the Liberal Democrats.,2,No Relation,C,0,0,1,,
1637,UKIP's sole aim at the general election is to get a smallish number of MPs elected but enough to hold the balance of power and do a deal with the Tories.,One Conservative MP has suggested his party consider a pact with UKIP at the next election.,1,Support,C,0,1,0,,
3568,on the other hand i am not suprised that marc lives such a short distance away from where it is being built,my thoughts exactly know your audience as they say,1,Support,C,0,1,0,,
3636,super mario kart it is one of the most fun games i have played in my life ,super mario brothers is by far the best in my opinion more levels more fun,0,Attack,C,1,0,0,,
3960,this was just an amateurish hodgepodge of the departed the town and we own the night and sopranos,i had completely the opposite impression though i respect your input as were all going to have our own viewpoint but i very much liked this film,0,Attack,C,1,0,0,,
838,UKIP are in with the City as much as the other three and I don't like the way they are whipping people up into a frenzy.,"European Parliament president Jerzy Buzek, chairing the debate, looked set to carry on but jeers rose up and the French centre-right leader in the Parliament Joseph Daul challenged Mr Bloom to apologise.",2,No Relation,C,0,0,1,,
2805,some places do seem more open to honest debate over evolution rather than just trying to brainwash kids,you are confusing mn with is a methodology with a worldview again,0,Attack,C,1,0,0,,
2374,currently   science   feels its accelerating,god stretched out the heavens,0,Attack,C,0,0,1,,
2948,ricardo the bible was definitely written as is,its not that cut and dried,1,Support,C,1,0,0,,
2870,there is more than naturalism can engage,there is more than naturalism can engage,0,Attack,C,0,1,0,,
1763,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,All this is making the Tory membership pretty pessimistic.,2,No Relation,C,0,0,1,,
1428,UKIP is an opportunistic party that exploits the unpopular European Union for political gain.,Amjad Bashir was responding to comments on Wednesday's Daily Politics from ex-deputy PM Lord Heseltine that UKIP was a racist party.,2,No Relation,C,0,1,0,,
2014,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.",He added that he welcomed the attention Lord Lawson had brought to his plans to renegotiate the UK's relations with the EU.,2,No Relation,C,0,0,1,,
3750,steel type x,the tool needs longevity this type of steel is very strong ,1,Support,C,0,1,0,,
262,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"But in a chat with younger UKIP members it was grammar schools and university that came up most, and not questions of EU membership.",0,Attack,C,1,0,0,,
1405,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.",And they looked at tests for disability payments where Mr Byrne claimed that government contractor Atos was making a dog's breakfast of its work.,2,No Relation,C,0,0,1,,
825,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"The English Democrats later claimed Mr Nattrass had agreed to join them and run in next year's European elections, but had then changed his mind.",2,No Relation,C,0,0,1,,
1879,The Ukip is only an effect of years and years of fake politics and a lot of radical chic talking nonsense through editorials.,He held positions in the governments of Margaret Thatcher and John Major before becoming treasurer in 2003.,2,No Relation,C,0,0,1,,
1599,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,UKIP has evolved over the two decades since it was created from an anti-EU pressure group into a fully fledged party which has now proved that it can succeed beyond European elections.,1,Support,C,0,1,0,,
1963,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.","I was delighted to cast my vote for [UKIP leader] Nigel Farage's team in Sussex, where I live, said Lynam.",0,Attack,C,1,0,0,,
1890,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,UKIP leader Nigel Farage said any members proven to have extreme right wing views would be expelled.,0,Attack,C,1,0,0,,
282,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","David Cameron, Ed Miliband and Nick Clegg said the fate of a Syrian generation hangs in the balance with four million children caught up in the civil conflict.",2,No Relation,C,0,0,1,,
197,UKIP are asking the questions that haven't been asked by the opposition or the media.,Former MP Louise Mensch has told BBC Newsnight the Conservative defeat in the Corby by-election was her fault.,2,No Relation,C,0,0,1,,
1519,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.","The Conservatives finished third at Eastleigh, in Hampshire, behind the Liberal Democrats, who held the seat, and the UK Independence Party (UKIP).",2,No Relation,C,0,0,1,,
2727,ok you are right on this point as well,tjok you are right on this point as well,0,Attack,C,0,1,0,,
200,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,"I am not going to sell this party short over any political deal, there is absolutely no way on earth I would do that, he told activists.",2,No Relation,C,0,0,1,,
3046,everything i say is correct regardless of logic or evidence that attempts to prove me wrong,while aig tries to defend genesis with the weakest possible argument answers in creation explain genesis i in a way that gives it a literal interpretation that is still in line with   science  ,1,Support,C,0,1,0,,
1744,"UKIP will lead the UK to independence from the oppressive EU, which is the only chance Britain has at restoring its former glory.","UKIP defied the odds again at last year's European elections, beating Labour into third place, much to the dismay of those, on the left and right, who had written the party off as a busted flush.",1,Support,C,0,1,0,,
174,"If you think that the Tories are nasty, heaven help us if UKIP get in because they would be nastier, more cruel, and more bigoted.","Viscount Monckton, who served as an adviser to the Thatcher government between 1982 and 1986, is a former journalist and is well known as a climate change sceptic.",2,No Relation,C,0,0,1,,
1134,"The momentum is definitely with UKIP at the moment, hopefully that will continue with the up and coming by-elections.",He said the UKIP had never been more important for our freedom as a self-governing democracy and had to go on telling the truth about Europe.,1,Support,C,0,1,0,,
2142,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"He said he had been advised to make the arrangement for inheritance purposes, on the basis that it could be used to pay for things such as schools fees for grandchildren.",2,No Relation,C,0,0,1,,
3313, the evidence has it, and the reason why there are so many species that arent on this planet any longer,1,Support,C,0,0,1,,
1330,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,"And when asked if he could see the MEP appearing in UKIP election leaflets for next year's European elections, Mr Farage replied no.",2,No Relation,C,0,0,1,,
2417,the name intelligent design is itself a hoax,the response to my comment id contradicts itself is a series of peculiarly unclear assertions,0,Attack,C,0,1,0,,
594,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,"He had already condemned Home Office plans for a possible cap, which were leaked to several newspapers last weekend, as illegal and unworkable.",2,No Relation,C,0,0,1,,
942,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.","To be honest, if it wasn't for the internet we wouldn't be here.",2,No Relation,C,0,0,1,,
3941,We should force think tanks to reveal all of their sources for resource funding,Overregulating think tanks sets a dangerous precedent,0,Attack,C,1,0,0,,
3182,correction its an ancestor of both chimpanzees and humans,oh boy here we go again,1,Support,C,1,0,0,,
863,The reason why UKIP has gained so many votes is because the main parties refuse to deal with immigration and the EU.,"UKIP, the Conservatives, the BNP and an independent all finished ahead of the Lib Dems, who came second in the seat in last May's general election.",2,No Relation,C,0,1,0,,
2911,luskin quotesmay not the principle of uniformity then be used in a broader frame of consideration to suggest that dna had an intelligent cause at the beginningthis would seem to be the usual trick of origins science  an attempt to claim that abiogenesis is impossible,just because id claims that it is scientifically relevant and in fact can lead to affect research directions does not mean that their claims are accurate and truthful especially given the simple fact that in the last  years id has failed to show much of any example that supports their claims,1,Support,C,1,0,0,,
2005,Ukip are doing well for the very simple reason folk have at last realized that they are being lied to by LibLabCon and now have somewhere else to go.,"The pair spoke to Andrew Neil and Jo Coburn on the Daily Politics ahead of Tuesday afternoon's Liberal Democrat conference debate on a motion about the EU,",2,No Relation,C,0,0,1,,
3765,friends best comedy series ever nothing comes close to that,friends is my favourite television series it has a great sense of humor and very entertaining,1,Support,C,0,1,0,,
2387,how did life begin ,saying there are experts on intelligent design is like saying there are experts on astrology,0,Attack,C,0,0,1,,
3273,the aftermath of evolution has been witnessed but never the actual process itself,i have no patience for people like you,0,Attack,C,1,0,0,,
1326,A vote for UKIP is a vote to leave the EU and recover power over our national life.,In 1982 he decided not go to university but instead chose to work in the City as a commodities trader - which is where he met friend Steven Spencer.,2,No Relation,C,0,0,1,,
870,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"Huhne, who had held the seat since 2005, quit the Commons after pleading guilty to perverting the course of justice.",2,No Relation,C,0,0,1,,
